,title,type,link
872,Pretty Little Baby / Where'd You Get Those Eyes,Single,https://rateyourmusic.com/release/single/josephine_baker/pretty_little_baby___whered_you_get_those_eyes/
873,After I Say I'm Sorry / Then I'll Be Happy,Single,https://rateyourmusic.com/release/single/josephine_baker/after_i_say_im_sorry___then_ill_be_happy/
874,Bye Bye Blackbird / I'm Leaving for Albany,Single,https://rateyourmusic.com/release/single/josephine-baker-le-jacobs-jazz/bye-bye-blackbird-im-leaving-for-albany/
875,Lonesome Lovesick Blues / I Love Dancing,Single,https://rateyourmusic.com/release/single/josephine_baker/lonesome_lovesick_blues___i_love_dancing/
876,It Made You Happy When You Made Me Cry / Lay Me Down to Sleep in Carolina,Single,https://rateyourmusic.com/release/single/warings-pennsylvanians-nat-shilkret-and-the-victor-orchestra/it-made-you-happy-when-you-made-me-cry-lay-me-down-to-sleep-in-carolina/
877,St. Louis Blues / Lenox Avenue Blues,Single,https://rateyourmusic.com/release/single/thomas-waller/st-louis-blues-lenox-avenue-blues/
878,Give Me a Ukulele and a Ukulele Baby / Ev'rything's Peaches,Single,https://rateyourmusic.com/release/single/irving-aaronson-and-his-commanders/give-me-a-ukulele-and-a-ukulele-baby-evrythings-peaches/
879,Rusty Pail / Sloppy Water Blues,Single,https://rateyourmusic.com/release/single/fats-waller/rusty-pail-sloppy-water-blues/
880,He's the Sweetest Black Man in Town / Mama Cookie,Single,https://rateyourmusic.com/release/single/ann-cook/hes-the-sweetest-black-man-in-town-mama-cookie/
881,Ain't Love Grand / Alligator Stomp,Single,https://rateyourmusic.com/release/single/john-hymans-bayou-stompers/aint-love-grand-alligator-stomp/
882,Messin‘ Round With the Blues / Stompin‘ the Bug,Single,https://rateyourmusic.com/release/single/fats-waller/messin‘-round-with-the-blues-stompin‘-the-bug/
883,Delirium / Davenport Blues,Single,https://rateyourmusic.com/release/single/red-and-miffs-stompers/delirium-davenport-blues/
884,Skad-O-Lee / Florida Rhythm,Single,https://rateyourmusic.com/release/single/ross-de-luxe-syncopaters/skad-o-lee-florida-rhythm/
885,So Blue / My Idea of Heaven,Single,https://rateyourmusic.com/release/single/annette_hanshaw/so_blue___my_idea_of_heaven/
886,It Was Only a Sun Shower / Who's That Knockin' at My Door?,Single,https://rateyourmusic.com/release/single/annette_hanshaw_and_her_sizzlin_syncopaters/it_was_only_a_sun_shower___whos_that_knockin_at_my_door_/
887,Nightmare / Brotherly Love,Single,https://rateyourmusic.com/release/single/charles_elgars_creole_orchestra/nightmare___brotherly_love_f1/
888,Clarinet Marmalade / Hot Mustard,Single,https://rateyourmusic.com/release/single/fletcher-henderson-and-his-orchestra/clarinet-marmalade-hot-mustard/
889,Washboard Blues / That's No Bargain,Single,https://rateyourmusic.com/release/single/red-nichols/washboard-blues-thats-no-bargain/
890,Blue Skies / Since I Found You,Single,https://rateyourmusic.com/release/single/vincent-lopez-and-his-casa-lopez-orchestra/blue-skies-since-i-found-you/
891,Buddy's Habits / Boneyard Shuffle,Single,https://rateyourmusic.com/release/single/red-nichols/buddys-habits-boneyard-shuffle/
892,After You've Gone / Come On and Stomp Stomp Stomp,Single,https://rateyourmusic.com/release/single/johnny-dodds-black-bottom-stompers/after-youve-gone-come-on-and-stomp-stomp-stomp/
893,Just Like a Butterfly / Baby Mine,Single,https://rateyourmusic.com/release/single/vincent-lopez-and-his-casa-lopez-orchestra/just-like-a-butterfly-baby-mine/
894,The New St. Louis Blues / Oh Lizzie! (A Lover's Lament),Single,https://rateyourmusic.com/release/single/johnny-dodds/the-new-st-louis-blues-oh-lizzie-a-lovers-lament/
895,Who's That Knockin' at My Door? / Carefree,Single,https://rateyourmusic.com/release/single/libby_holman/whos_that_knockin_at_my_door____carefree/
896,Together We Two / What'll You Do?,Single,https://rateyourmusic.com/release/single/isham-jones/together-we-two-whatll-you-do/
897,Side by Side / Hello Cutie,Single,https://rateyourmusic.com/release/single/sam-lanins-dance-orchestra/side-by-side-hello-cutie/
898,Eddie's Twister / April Kisses,Single,https://rateyourmusic.com/release/single/ed-lang/eddies-twister-april-kisses/
899,Just an Hour of Love / I'm Wonderin' Who,Single,https://rateyourmusic.com/release/single/benny-meroff-and-his-orchestra/just-an-hour-of-love-im-wonderin-who/
900,Melody Man's Dream / Perfect,Single,https://rateyourmusic.com/release/single/ed-lang/melody-mans-dream-perfect/
901,"High, High, High Up in the Hills / Ain't She Sweet?",Single,https://rateyourmusic.com/release/single/piccadilly_revels_band/high__high__high_up_in_the_hills___aint_she_sweet_/
902,"Positively, Absolutely (Does She Love Me?) / Somebody Said (What Do I Care?)",Single,https://rateyourmusic.com/release/single/piccadilly_revels_band/positively__absolutely__does_she_love_me_____somebody_said__what_do_i_care__/
903,Tapping the Time / Nashville Nightingale,Single,https://rateyourmusic.com/release/single/piccadilly_revels_band/tapping_the_time___nashville_nightingale/
904,In a Japanese Garden / Mine,Single,https://rateyourmusic.com/release/single/london_radio_dance_band/in_a_japanese_garden___mine/
905,Just the Same / Yale Blues,Single,https://rateyourmusic.com/release/single/piccadilly_revels_band/just_the_same___yale_blues/
906,"Buffalo Rhythm / Go, Joe, Go",Single,https://rateyourmusic.com/release/single/piccadilly_revels_band/buffalo_rhythm___go__joe__go/
907,Varsity Yale Blues / Deep River Blues,Single,https://rateyourmusic.com/release/single/piccadilly_revels_band/varsity_yale_blues___deep_river_blues/
908,Pastafazoola / Paree!,Single,https://rateyourmusic.com/release/single/university-six-the-night-club-orchestra/pastafazoola-paree/
909,There Ain't No Land Like Dixieland to Me / There's a Cradle in Caroline,Single,https://rateyourmusic.com/release/single/broadway-bell-hops/there-aint-no-land-like-dixieland-to-me-theres-a-cradle-in-caroline/
910,Clap Yo' Hands / Do-Do-Do,Single,https://rateyourmusic.com/release/single/fred-rich-and-his-hotel-astor-orchestra/clap-yo-hands-do-do-do/
911,Boar Hog Blues / Squeeze Me,Single,https://rateyourmusic.com/release/single/hightowers-night-hawks/boar-hog-blues-squeeze-me/
912,Brown Sugar / High Fever,Single,https://rateyourmusic.com/release/single/cook-and-his-dreamland-orchestra/brown-sugar-high-fever/
913,The Henderson Stomp / The Chant,Single,https://rateyourmusic.com/release/single/fletcher-henderson-and-his-orchestra/the-henderson-stomp-the-chant/
914,Blowin' Off Steam / Brotherly Love,Single,https://rateyourmusic.com/release/single/new_orleans_owls/blowin_off_steam___brotherly_love/
915,Some of These Days / Bugle Call Rag,Single,https://rateyourmusic.com/release/single/ted-lewis-and-his-band-with-sophie-tucker-ted-lewis-and-his-band/some-of-these-days-bugle-call-rag/
916,Butter-Finger Blues / Crazy Quilt,Single,https://rateyourmusic.com/release/single/chas-creaths-jazz-o-maniacs/butter-finger-blues-crazy-quilt/
917,Lignum Vitae / Emily,Single,https://rateyourmusic.com/release/single/sam-manning/lignum-vitae-emily/
918,Geechie River Blues / She's Forty With Me,Single,https://rateyourmusic.com/release/single/wilton-crawley/geechie-river-blues-shes-forty-with-me/
919,To-Night You Belong to Me / Blue Skies,Single,https://rateyourmusic.com/release/single/ben-selvin/to-night-you-belong-to-me-blue-skies/
920,'Deed I Do / There Ain't No Maybe in My Baby's Eyes,Single,https://rateyourmusic.com/release/single/ruth_etting/deed_i_do___there_aint_no_maybe_in_my_babys_eyes/
921,Stockholm Stomp / I Love College Girls,Single,https://rateyourmusic.com/release/single/california-ramblers/stockholm-stomp-i-love-college-girls/
922,"Sam, The Old Accordian Man / It All Depends on You",Single,https://rateyourmusic.com/release/single/ruth_etting/sam__the_old_accordian_man___it_all_depends_on_you/
923,Stringing the Blues / Black and Blue Bottom,Single,https://rateyourmusic.com/release/single/joe-venuti-and-eddie-lang/stringing-the-blues-black-and-blue-bottom/
924,Hoosier Sweetheart / Wistful and Blue,Single,https://rateyourmusic.com/release/single/ruth_etting/hoosier_sweetheart___wistful_and_blue/
925,South Wind / (When the Pussy Willow Whispers to the Catnip) The Whisper Song,Single,https://rateyourmusic.com/release/single/walter-davisons-louisville-loons/south-wind-when-the-pussy-willow-whispers-to-the-catnip-the-whisper-song/
926,Pardon the Glove / Yes She Do (No She Don't),Single,https://rateyourmusic.com/release/single/california-ramblers/pardon-the-glove-yes-she-do-no-she-dont/
927,My Man / After You've Gone,Single,https://rateyourmusic.com/release/single/ruth_etting/my_man___after_youve_gone/
928,"The More We Are Together / Jog, Jog, Jogging Along",Single,https://rateyourmusic.com/release/single/jack-hylton-and-his-orchestra/the-more-we-are-together-jog-jog-jogging-along/
929,Just a Bird's-Eye View of My Old Kentucky Home / Sunday,Single,https://rateyourmusic.com/release/single/jack_hyltons_kit_cat_band/just_a_birds_eye_view_of_my_old_kentucky_home___sunday/
930,The Shepherd of the Hills / Rhythm Is the Thing,Single,https://rateyourmusic.com/release/single/jack_hylton_and_his_orchestra/the_shepherd_of_the_hills___rhythm_is_the_thing/
931,I Love the Moonlight / The Cat,Single,https://rateyourmusic.com/release/single/savoy_orpheans/i_love_the_moonlight___the_cat/
932,"A Lane in Spain / Oh Me, Oh My!",Single,https://rateyourmusic.com/release/single/savoy_orpheans/a_lane_in_spain___oh_me__oh_my_/
933,Does She Love Me? (Positively Absolutely) / My Little Bunch of Happiness,Single,https://rateyourmusic.com/release/single/jack-hylton-and-his-orchestra/does-she-love-me-positively-absolutely-my-little-bunch-of-happiness/
934,Da-Da-Da / My Heart Stood Still,Single,https://rateyourmusic.com/release/single/jack_hylton_and_his_orchestra/da_da_da___my_heart_stood_still/
935,Muddy Water / Cuddle Up,Single,https://rateyourmusic.com/release/single/jack_hyltons_hyltonians___jack_hylton_and_his_orchestra/muddy_water___cuddle_up/
936,Hallelujah / Sometimes I'm Happy,Single,https://rateyourmusic.com/release/single/jack-hylton-and-his-orchestra/hallelujah-sometimes-im-happy/
937,Mimosa / Someone to Watch Over Me,Single,https://rateyourmusic.com/release/single/the_savoy_havana_band_savoy_orpheans/mimosa___someone_to_watch_over_me/
938,Just Like a Butterfly / Fidgety Feet,Single,https://rateyourmusic.com/release/single/savoy_orpheans/just_like_a_butterfly___fidgety_feet/
939,Clap Yo' Hands / Do-Do-Do,Single,https://rateyourmusic.com/release/single/jack-hylton-and-his-orchestra/clap-yo-hands-do-do-do/
940,Zulu Wail / A Blue Serenade,Single,https://rateyourmusic.com/release/single/rio_grande_tango_band/zulu_wail___a_blue_serenade/
941,Gonna Get a Girl / Anybody but You,Single,https://rateyourmusic.com/release/single/jack-hylton-and-his-orchestra/gonna-get-a-girl-anybody-but-you/
942,"The Devil Is Afraid of Music / Here Am I, Broken Hearted",Single,https://rateyourmusic.com/release/single/jack-hylton-and-his-orchestra/the-devil-is-afraid-of-music-here-am-i-broken-hearted/
943,"Dancing Tambourine / Oh Doris, Where Do You Live?",Single,https://rateyourmusic.com/release/single/jack-hylton-and-his-orchestra/dancing-tambourine-oh-doris-where-do-you-live/
944,Yale Blues / Moonlit Waters,Single,https://rateyourmusic.com/release/single/savoy_orpheans/yale_blues___moonlit_waters/
945,Vladivostock / In a Shady Nook by a Babbling Brook,Single,https://rateyourmusic.com/release/single/savoy_orpheans/vladivostock___in_a_shady_nook_by_a_babbling_brook/
946,I'll Say to You / Little Boy Blues,Single,https://rateyourmusic.com/release/single/jack-hylton-and-his-orchestra/ill-say-to-you-little-boy-blues/
947,Grieving for You / Is She My Girl Friend,Single,https://rateyourmusic.com/release/single/jack-hylton/grieving-for-you-is-she-my-girl-friend/
948,The Hylton Minstrels,Single,https://rateyourmusic.com/release/single/jack_hylton_and_his_orchestra/the_hylton_minstrels/
949,So Blue / Deed I Do,Single,https://rateyourmusic.com/release/single/jack_payne_and_his_hotel_cecil_orchestra/so_blue___deed_i_do/
950,I Can't Believe That You're in Love With Me /  I Wonder How I Look When I'm Asleep,Single,https://rateyourmusic.com/release/single/jack_payne_and_his_hotel_cecil_orchestra/i_cant_believe_that_youre_in_love_with_me____i_wonder_how_i_look_when_im_asleep/
951,Pratts City Blues / Pleadin' for the Blues,Single,https://rateyourmusic.com/release/single/bertha-chippie-hill/pratts-city-blues-pleadin-for-the-blues/
952,Big Butter and Egg Man From the West / Sunset Cafe Stomp,Single,https://rateyourmusic.com/release/single/louis_armstrong_and_his_hot_five/big_butter_and_egg_man_from_the_west___sunset_cafe_stomp/
953,Maybe / Someone to Watch Over Me,Single,https://rateyourmusic.com/release/single/nat-shilkret-george-olsen/maybe-someone-to-watch-over-me/
954,Someday Sweetheart–Blues / Original Jelly-Roll–Blues,Single,https://rateyourmusic.com/release/single/jelly-roll-mortons-red-hot-peppers/someday-sweetheart–blues-original-jelly-roll–blues/
955,Harmony Blues / Thick Lip Stomp,Single,https://rateyourmusic.com/release/single/bennie_moten/harmony_blues___thick_lip_stomp/
956,Skid-Dat-De-Dat / Jazz Lips,Single,https://rateyourmusic.com/release/single/louis_armstrong_and_his_hot_five/skid_dat_de_dat___jazz_lips/
957,Sweet Thing / I Need Lovin',Single,https://rateyourmusic.com/release/single/fletcher-henderson/sweet-thing-i-need-lovin/
958,Someday Sweetheart / After You've Gone,Single,https://rateyourmusic.com/release/single/the_charleston_chasers/someday_sweetheart___after_youve_gone/
959,Sidewalk Blues / White Ghost Shivers,Single,https://rateyourmusic.com/release/single/cook_and_his_dreamland_orchestra_new_orleans_owls/sidewalk_blues___white_ghost_shivers/
960,Doctor Jazz–Stomp / Memphis Shake,Single,https://rateyourmusic.com/release/single/jelly-roll-mortons-red-hot-peppers-dixieland-jug-blowers/doctor-jazz–stomp-memphis-shake/
961,East St. Louis Toodle-O / Birmingham Breakdown,Single,https://rateyourmusic.com/release/single/duke-ellington-and-his-kentucky-club-orchestra/east-st-louis-toodle-o-birmingham-breakdown/
962,Midnight Mama / Missouri Wobble,Single,https://rateyourmusic.com/release/single/bennie_moten/midnight_mama___missouri_wobble/
963,Stockholm Stomp / Have It Ready,Single,https://rateyourmusic.com/release/single/fletcher-henderson-and-his-orchestra/stockholm-stomp-have-it-ready/
964,Ain't She Sweet? / Snag It,Single,https://rateyourmusic.com/release/single/fletcher-henderson/aint-she-sweet-snag-it/
965,Alexander's Ragtime Band / Some Sweet Day,Single,https://rateyourmusic.com/release/single/miff-moles-molers/alexanders-ragtime-band-some-sweet-day/
966,Wild Cat / Sunshine,Single,https://rateyourmusic.com/release/single/joe-venuti-ed-lang/wild-cat-sunshine/
967,You Made Me Love You / Irish Black Bottom,Single,https://rateyourmusic.com/release/single/louis_armstrong_and_his_hot_five/you_made_me_love_you___irish_black_bottom/
968,Clarinet Marmalade / Singin' the Blues,Single,https://rateyourmusic.com/release/single/frankie-trumbauer-and-his-orchestra-with-bix-frankie-trumbauer-and-his-orchestra-with-bix-and-lang/clarinet-marmalade-singin-the-blues/
969,Immigration Blues / The Creeper,Single,https://rateyourmusic.com/release/single/duke-ellington-and-his-kentucky-club-orchestra/immigration-blues-the-creeper/
970,Give Me Some More / I'm Satisfied You Love Me,Single,https://rateyourmusic.com/release/single/celestins-original-tuxedo-jazz-orchestra/give-me-some-more-im-satisfied-you-love-me/
971,"I Know, That You Know / Like He Loves Me",Single,https://rateyourmusic.com/release/single/nat-shilkret-fred-waring-and-the-pennsylvanians/i-know-that-you-know-like-he-loves-me/
972,The Clock and the Banjo / Lolly Pops,Single,https://rateyourmusic.com/release/single/harry-f-reser/the-clock-and-the-banjo-lolly-pops/
973,Blue Skies / Where's That Rainbow?,Single,https://rateyourmusic.com/release/single/george-olsen/blue-skies-wheres-that-rainbow/
974,I'm Looking Over a Four Leaf Clover / Yankee Rose,Single,https://rateyourmusic.com/release/single/jean_goldkette_roger_wolfe_kahn/im_looking_over_a_four_leaf_clover___yankee_rose/
975,Soothin' Syrup Stomp / Loveless Love,Single,https://rateyourmusic.com/release/single/fats-waller/soothin-syrup-stomp-loveless-love/
976,Crazy Words - Crazy Tune / I Never See Maggie Alone,Single,https://rateyourmusic.com/release/single/irving-aaronson-and-his-commanders/crazy-words-crazy-tune-i-never-see-maggie-alone/
977,At Sundown / Here or There as Long as I'm With You,Single,https://rateyourmusic.com/release/single/george-olsen-fred-waring-and-the-pennsylvanians/at-sundown-here-or-there-as-long-as-im-with-you/
978,Kansas City Shuffle / Yazoo Blues,Single,https://rateyourmusic.com/release/single/bennie-moten/kansas-city-shuffle-yazoo-blues/
979,Muddy Water / Ain't She Sweet,Single,https://rateyourmusic.com/release/single/paul-whiteman-orchestra-nat-shilkret/muddy-water-aint-she-sweet/
980,Dolly Mine / Sweet Mumtaz,Single,https://rateyourmusic.com/release/single/luis_russell/dolly_mine___sweet_mumtaz/
981,Davenport Blues / Wabash Blues,Single,https://rateyourmusic.com/release/single/the_charleston_chasers/davenport_blues___wabash_blues/
982,One Sweet Letter From You / I'm Gonna Meet My Sweetie Now,Single,https://rateyourmusic.com/release/single/kate-smith-and-the-charleston-chasers/one-sweet-letter-from-you-im-gonna-meet-my-sweetie-now/
983,The Nightmare / Eccentric,Single,https://rateyourmusic.com/release/single/new_orleans_owls/the_nightmare___eccentric/
984,Grandpa's Spells–Stomp / Cannon Ball–Blues,Single,https://rateyourmusic.com/release/single/jelly-roll-mortons-red-hot-peppers/grandpas-spells–stomp-cannon-ball–blues/
985,Doll Dance / Soliloquy,Single,https://rateyourmusic.com/release/single/tuxedo-orchestra-traymore-orchestra/doll-dance-soliloquy/
986,"Hello, Swannee, Hello!",Single,https://rateyourmusic.com/release/single/fred-waring-and-the-pennsylvanians/hello-swannee-hello/
987,The Doll Dance / Flapperette,Single,https://rateyourmusic.com/release/single/nat-shilkret-and-the-victor-orchestra/the-doll-dance-flapperette/
988,East St. Louis Toodle-O / Birmingham Breakdown,Single,https://rateyourmusic.com/release/single/duke-ellington-and-his-kentucky-club-orchestra/east-st-louis-toodle-o-birmingham-breakdown-1/
989,Bugle Call Rag / Back Beats,Single,https://rateyourmusic.com/release/single/red-nichols-and-his-five-pennies/bugle-call-rag-back-beats/
990,I'm in Love Again / Following You Around,Single,https://rateyourmusic.com/release/single/ben_bernie_and_his_hotel_roosevelt_orchestra/im_in_love_again___following_you_around/
991,The Wang Wang Blues / Arkansas Blues,Single,https://rateyourmusic.com/release/single/the-goofus-five/the-wang-wang-blues-arkansas-blues/
992,Cushion Foot Stomp / Take Your Black Bottom Outside,Single,https://rateyourmusic.com/release/single/clarence_williams/cushion_foot_stomp___take_your_black_bottom_outside/
993,East St. Louis Toodle-O / Hop Head,Single,https://rateyourmusic.com/release/single/duke-ellington-and-his-washingtonians/east-st-louis-toodle-o-hop-head/
994,Rocky Mountain Blues / Tozo!,Single,https://rateyourmusic.com/release/single/fletcher-henderson/rocky-mountain-blues-tozo/
995,Lazy Weather / Vo-Do-Do-De-O Blues,Single,https://rateyourmusic.com/release/single/california-ramblers/lazy-weather-vo-do-do-de-o-blues/
996,Song of the Cotton Field / New Orleans Low-Down,Single,https://rateyourmusic.com/release/single/duke-ellington-and-his-kentucky-club-orchestra/song-of-the-cotton-field-new-orleans-low-down/
997,Everybody's Talking About Sammy / Sing On,Single,https://rateyourmusic.com/release/single/sam-morgans-jazz-band/everybodys-talking-about-sammy-sing-on/
998,Song of the Wanderer / So Blue,Single,https://rateyourmusic.com/release/single/paul-whiteman-orchestra/song-of-the-wanderer-so-blue/
999,I Can't Believe That You're in Love With Me / Following You Around,Single,https://rateyourmusic.com/release/single/roger_wolfe_kahn/i_cant_believe_that_youre_in_love_with_me___following_you_around/
1000,Side by Side / Pretty Lips,Single,https://rateyourmusic.com/release/single/paul-whiteman-and-his-orchestra/side-by-side-pretty-lips/
1001,Joogie Blues / Ever After On,Single,https://rateyourmusic.com/release/single/edna_winston/joogie_blues___ever_after_on/
1002,Riverboat Shuffle / Ostrich Walk,Single,https://rateyourmusic.com/release/single/frankie-trumbauer-and-his-orchestra/riverboat-shuffle-ostrich-walk/
1003,Doin' Things / Goin' Places,Single,https://rateyourmusic.com/release/single/joe-venuti-and-eddie-lang/doin-things-goin-places/
1004,Black Snake Blues / Old Folks Shuffle,Single,https://rateyourmusic.com/release/single/clarence_williams/black_snake_blues___old_folks_shuffle/
1005,Lazy Man Blues / The Flood Blues,Single,https://rateyourmusic.com/release/single/sippie-wallace/lazy-man-blues-the-flood-blues/
1006,Starvation Blues / Boot to Boot,Single,https://rateyourmusic.com/release/single/jesse-stone-and-his-blue-serenaders/starvation-blues-boot-to-boot/
1007,(What We Do on A) Dew - Dew - Dewey Day / Wherever You Go – Whatever You Do (I Want You to Know I Love You),Single,https://rateyourmusic.com/release/single/ruth_etting/_what_we_do_on_a__dew___dew___dewey_day___wherever_you_go_–_whatever_you_do__i_want_you_to_know_i_love_you_/
1008,One Sweet Letter From You / Fifty Million Frenchmen Can't Be Wrong,Single,https://rateyourmusic.com/release/single/ted-lewis-and-his-band/one-sweet-letter-from-you-fifty-million-frenchmen-cant-be-wrong/
1009,Dear Almanzoer / Papa's Got the Jim Jams,Single,https://rateyourmusic.com/release/single/celestins-original-tuxedo-jazz-orchestra/dear-almanzoer-papas-got-the-jim-jams/
1010,I'm Gonna Meet My Sweetie Now / Me and My Shadow,Single,https://rateyourmusic.com/release/single/jean-goldkette-and-his-orchestra-nat-shilkret-and-the-victor-orchestra/im-gonna-meet-my-sweetie-now-me-and-my-shadow/
1011,To-Wa-Bac-A-Wa (Bucket's Got a Hole) / Pretty Audrey,Single,https://rateyourmusic.com/release/single/louis_dumaines_jazzola_eight/to_wa_bac_a_wa__buckets_got_a_hole____pretty_audrey/
1012,Just Another Day Wasted Away (Waiting for You) / Sing Me a Baby Song,Single,https://rateyourmusic.com/release/single/fred-waring-and-the-pennsylvanians/just-another-day-wasted-away-waiting-for-you-sing-me-a-baby-song/
1013,Rhapsody in Blue (Parts 1 & 2),Single,https://rateyourmusic.com/release/single/paul-whiteman-and-his-concert-orchestra/rhapsody-in-blue-parts-1-and-2/
1014,Variety Stomp / St. Louis Blues,Single,https://rateyourmusic.com/release/single/fletcher-henderson/variety-stomp-st-louis-blues/
1015,Wild Man Blues / Gully Low Blues,Single,https://rateyourmusic.com/release/single/louis-armstrong-and-his-hot-seven/wild-man-blues-gully-low-blues/
1016,Fidgety Feet / Sensation,Single,https://rateyourmusic.com/release/single/fletcher-henderson-and-his-orchestra/fidgety-feet-sensation/
1017,After You've Gone / I Ain't Got Nobody (And Nobody Cares for Me),Single,https://rateyourmusic.com/release/single/sophie-tucker-with-miff-moles-molers/after-youve-gone-i-aint-got-nobody-and-nobody-cares-for-me/
1018,"Willie, the Weeper / Black Snake Blues",Single,https://rateyourmusic.com/release/single/king-oliver-and-his-dixie-syncopators/willie-the-weeper-black-snake-blues/
1019,Soliloquy / Black and Tan Fantasy,Single,https://rateyourmusic.com/release/single/the-washingtonians/soliloquy-black-and-tan-fantasy/
1020,Charmaine! / Under the Moon,Single,https://rateyourmusic.com/release/single/guy-lombardo-and-his-royal-canadians/charmaine-under-the-moon/
1021,Whiteman Stomp / I'm Coming Virginia,Single,https://rateyourmusic.com/release/single/fletcher-henderson/whiteman-stomp-im-coming-virginia/
1022,Willie the Weeper / Slue-Foot,Single,https://rateyourmusic.com/release/single/doc_cook_and_his_14_doctors_of_syncopation/willie_the_weeper___slue_foot/
1023,Down in Our Alley Blues / Delirium,Single,https://rateyourmusic.com/release/single/duke-ellington-and-his-washingtonians-the-charleston-chasers/down-in-our-alley-blues-delirium/
1024,Doctor Jazz / Aunt Jemima [unissued],Single,https://rateyourmusic.com/release/single/king-oliver-and-his-dixie-syncopators/doctor-jazz-aunt-jemima-unissued/
1025,Climbing Mountain Blues / Worried Down With the Blues,Single,https://rateyourmusic.com/release/single/madlyn-davis-and-red-hot-shakers/climbing-mountain-blues-worried-down-with-the-blues/
1026,Percolatin' Blues / Hot Strut,Single,https://rateyourmusic.com/release/single/fowlers-favorites/percolatin-blues-hot-strut/
1027,Hyena Stomp / Billy Goat Stomp,Single,https://rateyourmusic.com/release/single/jelly-roll-mortons-red-hot-peppers/hyena-stomp-billy-goat-stomp/
1028,Savannah Blues / Won't You Take Me Home,Single,https://rateyourmusic.com/release/single/fats-waller/savannah-blues-wont-you-take-me-home/
1029,White Lightnin' Blues / Muscle Shoals Blues,Single,https://rateyourmusic.com/release/single/bennie_moten/white_lightnin_blues___muscle_shoals_blues/
1030,Sweetheart of Sigma Chi / Sweetheart Memories,Single,https://rateyourmusic.com/release/single/warings-pennsylvanians/sweetheart-of-sigma-chi-sweetheart-memories/
1031,My Blue Heaven / All by My Ownsome,Single,https://rateyourmusic.com/release/single/paul-whiteman-orchestra-roger-wolfe-kahn/my-blue-heaven-all-by-my-ownsome/
1032,Wild Man Blues / Melancholy,Single,https://rateyourmusic.com/release/single/johnny_dodds_black_bottom_stompers/wild_man_blues___melancholy/
1033,San / Clarinet Wobble,Single,https://rateyourmusic.com/release/single/johnny-dodds/san-clarinet-wobble/
1034,Zulu Wail / Slow River,Single,https://rateyourmusic.com/release/single/clarence_williams/zulu_wail___slow_river/
1035,I'm Coming Virginia / Way Down Yonder in New Orleans,Single,https://rateyourmusic.com/release/single/frankie-trumbauer-and-his-orchestra/im-coming-virginia-way-down-yonder-in-new-orleans/
1036,Hurricane / Davenport Blues,Single,https://rateyourmusic.com/release/single/miff-moles-molers/hurricane-davenport-blues/
1037,Alligator Crawl / Willie the Weeper,Single,https://rateyourmusic.com/release/single/louis-armstrong-and-his-hot-seven/alligator-crawl-willie-the-weeper/
1038,Collette / Broken Hearted,Single,https://rateyourmusic.com/release/single/paul-whiteman-and-his-orchestra/collette-broken-hearted/
1039,Kickin' the Cat / Beatin' the Dog,Single,https://rateyourmusic.com/release/single/joe-venutis-blue-four/kickin-the-cat-beatin-the-dog/
1040,Bottomland / Shooting the Pistol,Single,https://rateyourmusic.com/release/single/clarence_williams/bottomland___shooting_the_pistol/
1041,Anywhere Sweetie Goes (I'll Be There) / Cushion Foot Stomp,Single,https://rateyourmusic.com/release/single/dixie_washboard_band/anywhere_sweetie_goes__ill_be_there____cushion_foot_stomp/
1042,When I March in April With May / Shootin' the Pistol,Single,https://rateyourmusic.com/release/single/clarence-williams/when-i-march-in-april-with-may-shootin-the-pistol/
1043,"Where the Wild, Wild Flowers Grow / Calling",Single,https://rateyourmusic.com/release/single/roger-wolfe-kahn-and-his-orchestra/where-the-wild-wild-flowers-grow-calling/
1044,Just Once Again / I'm Coming Virginia,Single,https://rateyourmusic.com/release/single/paul-whiteman-orchestra/just-once-again-im-coming-virginia/
1045,I Ain't Got Nobody / Roodles,Single,https://rateyourmusic.com/release/single/coon-sanders-orchestra/i-aint-got-nobody-roodles/
1046,Sugar / Dear Heart,Single,https://rateyourmusic.com/release/single/bennie_moten/sugar___dear_heart/
1047,Mean Dog Blues / Cornfed,Single,https://rateyourmusic.com/release/single/red_nichols_and_his_five_pennies/mean_dog_blues___cornfed/
1048,Trumbology / For No Reason at All in C,Single,https://rateyourmusic.com/release/single/frankie-trumbauer-and-his-orchestra-with-bix-and-lang-tram-bix-and-eddie/trumbology-for-no-reason-at-all-in-c/
1049,Melancholy Blues / Keyhole Blues,Single,https://rateyourmusic.com/release/single/louis_armstrong_and_his_hot_seven/melancholy_blues___keyhole_blues/
1050,Lucky Day / Maybe It's Me,Single,https://rateyourmusic.com/release/single/jack-hylton-and-his-orchestra/lucky-day-maybe-its-me/
1051,Clonk-Er-Ty-Clonk / Himazas,Single,https://rateyourmusic.com/release/single/jack-hylton-and-his-orchestra/clonk-er-ty-clonk-himazas/
1052,The Blue Room / The Girl Friend,Single,https://rateyourmusic.com/release/single/savoy_orpheans/the_blue_room___the_girl_friend/
1053,Me and Jane in a Plane / Ain't That a Grand and Glorious Feeling,Single,https://rateyourmusic.com/release/single/jack-hylton-and-his-orchestra/me-and-jane-in-a-plane-aint-that-a-grand-and-glorious-feeling/
1054,Every Tub / Showboat Shuffle,Single,https://rateyourmusic.com/release/single/king-oliver-and-his-dixie-syncopators/every-tub-showboat-shuffle/
