,title,link
294,Time for Tyner,https://rateyourmusic.com/release/album/mccoy-tyner/time-for-tyner/
295,"Rag, Bush and All",https://rateyourmusic.com/release/album/henry-threadgill-sextet/rag-bush-and-all/
296,Far Cry,https://rateyourmusic.com/release/album/eric-dolphy/far-cry/
297,Africa,https://rateyourmusic.com/release/album/pharoah-sanders-john-hicks-curtis-lundy-idris-muhammed/africa/
298,The Freedom Rider,https://rateyourmusic.com/release/album/art-blakey-and-the-jazz-messengers/the-freedom-rider/
299,Trident,https://rateyourmusic.com/release/album/mccoy-tyner/trident/
300,Black Earth,https://rateyourmusic.com/release/album/bohren-and-der-club-of-gore/black-earth/
301,Elis,https://rateyourmusic.com/release/album/elis-regina/elis/
302,Blues in Orbit,https://rateyourmusic.com/release/album/duke-ellington/blues-in-orbit/
303,Aquatic,https://rateyourmusic.com/release/album/the-necks/aquatic/
304,Waka / Jawaka,https://rateyourmusic.com/release/album/frank-zappa/waka-jawaka-5/
305,Space Is the Place,https://rateyourmusic.com/release/album/sun-ra/space-is-the-place/
306,Still Life (Talking),https://rateyourmusic.com/release/album/pat-metheny-group/still-life-talking/
307,True Blue,https://rateyourmusic.com/release/album/tina-brooks/true-blue/
308,Ready for Freddie,https://rateyourmusic.com/release/album/freddie-hubbard/ready-for-freddie-6/
309,Such Sweet Thunder,https://rateyourmusic.com/release/album/duke-ellington-and-his-orchestra/such-sweet-thunder/
310,Dance of Magic,https://rateyourmusic.com/release/album/norman-connors/dance-of-magic/
311,Cornbread,https://rateyourmusic.com/release/album/lee-morgan/cornbread/
312,Asante,https://rateyourmusic.com/release/album/mccoy-tyner/asante/
313,Firebirds,https://rateyourmusic.com/release/album/prince-lasha-sonny-simmons/firebirds/
314,Your Queen Is a Reptile,https://rateyourmusic.com/release/album/sons-of-kemet/your-queen-is-a-reptile/
315,Ballads,https://rateyourmusic.com/release/album/john-coltrane-quartet/ballads/
316,Page One,https://rateyourmusic.com/release/album/joe-henderson/page-one/
317,All or Nothing at All,https://rateyourmusic.com/release/album/billie-holiday/all-or-nothing-at-all/
318,Cookin' With the Miles Davis Quintet,https://rateyourmusic.com/release/album/the-miles-davis-quintet/cookin-with-the-miles-davis-quintet/
319,Ella Fitzgerald Sings the Rodgers and Hart Song Book,https://rateyourmusic.com/release/album/ella-fitzgerald/ella-fitzgerald-sings-the-rodgers-and-hart-song-book/
320,Out Front,https://rateyourmusic.com/release/album/booker-little/out-front/
321,The Witch Doctor,https://rateyourmusic.com/release/album/art-blakey-and-the-jazz-messengers/the-witch-doctor/
322,Too Much Sugar for a Dime,https://rateyourmusic.com/release/album/henry-threadgill/too-much-sugar-for-a-dime/
323,Out to Lunch,https://rateyourmusic.com/release/album/otomo-yoshihides-new-jazz-orchestra/out-to-lunch/
324,God Is More Than Love Can Ever Be,https://rateyourmusic.com/release/album/sun-ra/god-is-more-than-love-can-ever-be/
325,Dancing in Your Head,https://rateyourmusic.com/release/album/ornette-coleman/dancing-in-your-head/
326,Electric Bath,https://rateyourmusic.com/release/album/the-don-ellis-orchestra/electric-bath/
327,Invitation to Openness,https://rateyourmusic.com/release/album/les_mccann/invitation_to_openness/
328,Jaco Pastorius,https://rateyourmusic.com/release/album/jaco-pastorius/jaco-pastorius/
329,Masterpieces by Ellington,https://rateyourmusic.com/release/album/duke-ellington-and-his-orchestra/masterpieces-by-ellington/
330,Jazz Samba Encore!,https://rateyourmusic.com/release/album/stan-getz-luiz-bonfa/jazz-samba-encore/
331,Buena Vista Social Club Presents Ibrahim Ferrer,https://rateyourmusic.com/release/album/ibrahim-ferrer/buena-vista-social-club-presents-ibrahim-ferrer/
332,Strange Celestial Road,https://rateyourmusic.com/release/album/sun-ra/strange-celestial-road/
333,Introducing...,https://rateyourmusic.com/release/album/ruben-gonzalez/introducing/
334,Turkish Women at the Bath,https://rateyourmusic.com/release/album/pete-la-roca/turkish-women-at-the-bath/
335,Straight Ahead,https://rateyourmusic.com/release/album/oliver-nelson-with-eric-dolphy/straight-ahead/
336,Whistle Stop,https://rateyourmusic.com/release/album/kenny-dorham/whistle-stop/
337,Five Pieces 1975,https://rateyourmusic.com/release/album/anthony-braxton/five-pieces-1975/
338,No One Cares,https://rateyourmusic.com/release/album/frank-sinatra/no-one-cares/
339,Lenox Avenue Breakdown,https://rateyourmusic.com/release/album/arthur-blythe/lenox-avenue-breakdown/
340,Places and Spaces,https://rateyourmusic.com/release/album/donald-byrd/places-and-spaces/
341,Una más (One More Time),https://rateyourmusic.com/release/album/kenny-dorham/una-mas-one-more-time/
342,Leapin' and Lopin',https://rateyourmusic.com/release/album/sonny-clark/leapin-and-lopin/
343,Dippin',https://rateyourmusic.com/release/album/hank-mobley/dippin/
344,Music for K,https://rateyourmusic.com/release/album/tomasz-stanko-quintet/music-for-k/
345,Bar Kokhba,https://rateyourmusic.com/release/album/john-zorn/bar-kokhba/
346,Some Other Stuff,https://rateyourmusic.com/release/album/grachan-moncur-iii/some-other-stuff/
347,Plus 4,https://rateyourmusic.com/release/album/sonny-rollins/plus-4/
348,"The Amazing Bud Powell, Vol. 2",https://rateyourmusic.com/release/album/bud-powell/the-amazing-bud-powell-vol-2/
349,Monk.,https://rateyourmusic.com/release/album/thelonious-monk/monk/
350,Godspelized,https://rateyourmusic.com/release/album/david-s-ware-quartet/godspelized/
351,Solo Monk,https://rateyourmusic.com/release/album/thelonious-monk/solo-monk/
352,Multiple,https://rateyourmusic.com/release/album/joe-henderson/multiple/
353,A Night in Tunisia,https://rateyourmusic.com/release/album/art-blakeys-jazz-messengers/a-night-in-tunisia/
354,Face to Face,https://rateyourmusic.com/release/album/baby-face-willette/face-to-face/
355,Moon Beams,https://rateyourmusic.com/release/album/the-bill-evans-trio/moon-beams/
356,The Jazz Messengers,https://rateyourmusic.com/release/album/the-jazz-messengers/the-jazz-messengers/
357,Witchi-Tai-To,https://rateyourmusic.com/release/album/jan-garbarek-bobo-stenson-quartet/witchi-tai-to/
358,John Larkin,https://rateyourmusic.com/release/album/john-larkin/john-larkin/
359,Jewels of Thought,https://rateyourmusic.com/release/album/pharoah-sanders/jewels-of-thought-2/
360,Jazz på svenska,https://rateyourmusic.com/release/album/jan-johansson/jazz-pa-svenska/
361,Ezz-thetics,https://rateyourmusic.com/release/album/george-russell-sextet/ezz-thetics/
362,Thelonious Alone in San Francisco,https://rateyourmusic.com/release/album/thelonious-monk/thelonious-alone-in-san-francisco/
363,Afro-Cuban Jazz Moods,https://rateyourmusic.com/release/album/dizzy-gillespie-machito/afro-cuban-jazz-moods/
364,The Magic City,https://rateyourmusic.com/release/album/sun-ra-and-his-solar-arkestra/the-magic-city/
365,Pat Metheny Group,https://rateyourmusic.com/release/album/pat-metheny-group/pat-metheny-group/
366,Voice of Chunk,https://rateyourmusic.com/release/album/the-lounge-lizards/voice-of-chunk/
367,We'll Talk About It Later,https://rateyourmusic.com/release/album/nucleus/well-talk-about-it-later/
368,The Indestructible Beat of Soweto,https://rateyourmusic.com/release/album/various-artists/the-indestructible-beat-of-soweto-2/
369,Finger Poppin' With the Horace Silver Quintet,https://rateyourmusic.com/release/album/the-horace-silver-quintet/finger-poppin-with-the-horace-silver-quintet/
370,Zabumbê-bum-á,https://rateyourmusic.com/release/album/hermeto-pascoal/zabumbe-bum-a/
371,A New Perspective,https://rateyourmusic.com/release/album/donald-byrd-band-and-voices/a-new-perspective/
372,Three Quartets,https://rateyourmusic.com/release/album/chick-corea/three-quartets/
373,Unit Structures,https://rateyourmusic.com/release/album/cecil-taylor/unit-structures/
374,Ming,https://rateyourmusic.com/release/album/david-murray-octet/ming/
375,"Love, Love",https://rateyourmusic.com/release/album/julian-priester-pepo-mtoto/love-love/
376,Queen of All Ears,https://rateyourmusic.com/release/album/the-lounge-lizards/queen-of-all-ears/
377,Buhaina's Delight,https://rateyourmusic.com/release/album/art-blakey-and-the-jazz-messengers/buhainas-delight/
378,Scorpio,https://rateyourmusic.com/release/album/arthur-jones/scorpio/
379,The Spirits of Our Ancestors,https://rateyourmusic.com/release/album/randy-weston/the-spirits-of-our-ancestors/
380,Village of the Pharoahs,https://rateyourmusic.com/release/album/pharoah-sanders/village-of-the-pharoahs/
381,"Dedicated to You, But You Weren't Listening",https://rateyourmusic.com/release/album/the-keith-tippett-group/dedicated-to-you-but-you-werent-listening/
382,Feelin' the Spirit,https://rateyourmusic.com/release/album/grant-green/feelin-the-spirit/
383,"Tachibana, Vol. 1",https://rateyourmusic.com/release/album/tohru-aizawa-quartet/tachibana-vol-1/
384,Echoes of a Friend,https://rateyourmusic.com/release/album/mccoy-tyner/echoes-of-a-friend/
385,"Time Waits: The Amazing Bud Powell, Vol. 4",https://rateyourmusic.com/release/album/the-amazing-bud-powell/time-waits-the-amazing-bud-powell-vol-4/
386,The Space Book,https://rateyourmusic.com/release/album/booker-ervin/the-space-book/
387,Shades of Redd,https://rateyourmusic.com/release/album/freddie-redd-quintet/shades-of-redd-1/
388,Jazz in Silhouette,https://rateyourmusic.com/release/album/sun-ra/jazz-in-silhouette/
389,The Black Ark,https://rateyourmusic.com/release/album/noah-howard/the-black-ark/
390,Breaking Point,https://rateyourmusic.com/release/album/freddie-hubbard/breaking-point/
391,Blowing In From Chicago,https://rateyourmusic.com/release/album/cliff-jordan-and-john-gilmore/blowing-in-from-chicago/
392,Complete Communion,https://rateyourmusic.com/release/album/don-cherry/complete-communion/
393,Chemist,https://rateyourmusic.com/release/album/the-necks/chemist/
394,Rythmes contemporains,https://rateyourmusic.com/release/album/janko-nilovic/rythmes-contemporains/
395,Szobel,https://rateyourmusic.com/release/album/hermann-szobel/szobel-3/
396,A Handful of Beauty,https://rateyourmusic.com/release/album/shakti-with-john-mclaughlin/a-handful-of-beauty/
397,Black Market,https://rateyourmusic.com/release/album/weather-report/black-market/
398,Emergency!,https://rateyourmusic.com/release/album/the-tony-williams-lifetime/emergency/
399,Boss Guitar,https://rateyourmusic.com/release/album/wes-montgomery/boss-guitar/
400,Blackstone Legacy,https://rateyourmusic.com/release/album/woody-shaw/blackstone-legacy/
401,Robson Jorge & Lincoln Olivetti,https://rateyourmusic.com/release/album/robson-jorge-lincoln-olivetti/robson-jorge-and-lincoln-olivetti-3/
402,Pres and Teddy,https://rateyourmusic.com/release/album/the-lester-young-teddy-wilson-quartet/pres-and-teddy/
403,Mingus Dynasty,https://rateyourmusic.com/release/album/charles-mingus-and-his-jazz-groups/mingus-dynasty/
404,"New York, Fall 1974",https://rateyourmusic.com/release/album/anthony-braxton/new-york-fall-1974/
405,Believe It,https://rateyourmusic.com/release/album/the-new-tony-williams-lifetime/believe-it/
406,The Angels of Atlanta,https://rateyourmusic.com/release/album/hannibal/the-angels-of-atlanta/
407,Introducing Johnny Griffin,https://rateyourmusic.com/release/album/johnny-griffin/introducing-johnny-griffin-2/
408,Mellow Dream (メロー・ドリーム),https://rateyourmusic.com/release/album/福居良/mellow-dream-メロー・ドリーム/
409,Helen Merrill,https://rateyourmusic.com/release/album/helen-merrill/helen-merrill/
410,Cannonball Adderley Quintet in Chicago,https://rateyourmusic.com/release/album/cannonball-adderley/cannonball-adderley-quintet-in-chicago/
411,It's Monk's Time,https://rateyourmusic.com/release/album/thelonious-monk/its-monks-time/
412,Undercurrent,https://rateyourmusic.com/release/album/kenny-drew/undercurrent/
413,Academia de danças,https://rateyourmusic.com/release/album/egberto-gismonti/academia-de-dancas/
414,Free Yourself,https://rateyourmusic.com/release/album/experience_unlimited/free_yourself/
415,Night Train,https://rateyourmusic.com/release/album/the-oscar-peterson-trio/night-train/
416,In 'n Out,https://rateyourmusic.com/release/album/joe-henderson/in-n-out/
417,Gently Disturbed,https://rateyourmusic.com/release/album/avishai-cohen-trio/gently-disturbed/
418,Timeless,https://rateyourmusic.com/release/album/john-abercrombie/timeless/
419,The Way Up,https://rateyourmusic.com/release/album/pat-metheny-group/the-way-up/
420,The Lady With the Golden Stockings,https://rateyourmusic.com/release/album/sun-ra/the-lady-with-the-golden-stockings/
421,Homage to Charles Parker,https://rateyourmusic.com/release/album/george-lewis/homage-to-charles-parker/
422,Ellington Indigos,https://rateyourmusic.com/release/album/duke-ellington-and-his-orchestra/ellington-indigos/
423,Open Sesame,https://rateyourmusic.com/release/album/freddie-hubbard/open-sesame/
424,Jazz Meets India,https://rateyourmusic.com/release/album/dewan-motihar-trio-irene-schweizer-trio-manfred-schoof-barney-wilen/jazz-meets-india/
425,Newk's Time,https://rateyourmusic.com/release/album/sonny-rollins/newks-time-1/
426,Coleman Hawkins Encounters Ben Webster,https://rateyourmusic.com/release/album/coleman-hawkins-ben-webster/coleman-hawkins-encounters-ben-webster/
427,Volunteered Slavery,https://rateyourmusic.com/release/album/roland-kirk/volunteered-slavery/
428,Know What I Mean?,https://rateyourmusic.com/release/album/cannonball-adderley-with-bill-evans/know-what-i-mean/
429,Earfood,https://rateyourmusic.com/release/album/roy-hargrove/earfood/
430,Song of the New World,https://rateyourmusic.com/release/album/mccoy-tyner/song-of-the-new-world/
431,Chappaqua Suite,https://rateyourmusic.com/release/album/ornette-coleman/chappaqua-suite-2/
432,Alive,https://rateyourmusic.com/release/album/the-trio-project/alive/
433,Action,https://rateyourmusic.com/release/album/jackie-mclean/action/
434,Torture Garden,https://rateyourmusic.com/release/album/naked-city/torture-garden/
435,"The Melody at Night, With You",https://rateyourmusic.com/release/album/keith-jarrett/the-melody-at-night-with-you/
436,Man of the Light,https://rateyourmusic.com/release/album/zbigniew-seifert/man-of-the-light/
437,Patty Waters Sings,https://rateyourmusic.com/release/album/patty-waters/patty-waters-sings/
438,Cat,https://rateyourmusic.com/release/album/鈴木弘/cat/
439,Afro-Cuban,https://rateyourmusic.com/release/album/kenny-dorham/afro-cuban/
440,Components,https://rateyourmusic.com/release/album/bobby-hutcherson/components/
441,We Three,https://rateyourmusic.com/release/album/roy-haynes-phineas-newborn-paul-chambers/we-three/
442,Serenade to a Soul Sister,https://rateyourmusic.com/release/album/the_horace_silver_quintet/serenade_to_a_soul_sister/
443,The Cry!,https://rateyourmusic.com/release/album/prince-lasha-quintet-featuring-sonny-simmons/the-cry/
444,Poema on Guitar,https://rateyourmusic.com/release/album/baden-powell/poema-on-guitar-1/
445,Brown and Roach Incorporated,https://rateyourmusic.com/release/album/brown-and-roach/brown-and-roach-incorporated/
446,Lady of the Mirrors,https://rateyourmusic.com/release/album/anthony-davis/lady-of-the-mirrors/
447,Workout,https://rateyourmusic.com/release/album/hank-mobley/workout/
448,East Broadway Run Down,https://rateyourmusic.com/release/album/sonny-rollins/east-broadway-run-down/
449,Head On,https://rateyourmusic.com/release/album/bobby-hutcherson/head-on/
450,Blowin' the Blues Away,https://rateyourmusic.com/release/album/the-horace-silver-quintet-and-trio/blowin-the-blues-away/
451,Jazz Impressions of Black Orpheus,https://rateyourmusic.com/release/album/vince-guaraldi-trio/jazz-impressions-of-black-orpheus/
452,You're Dead!,https://rateyourmusic.com/release/album/flying-lotus/youre-dead/
453,Flight to Jordan,https://rateyourmusic.com/release/album/duke-jordan/flight-to-jordan-3/
454,Inventions & Dimensions,https://rateyourmusic.com/release/album/herbie-hancock/inventions-and-dimensions/
455,Expression,https://rateyourmusic.com/release/album/john-coltrane/expression/
456,6 Pieces of Silver,https://rateyourmusic.com/release/album/horace_silver_quintet/6_pieces_of_silver/
457,Porgy & Bess,https://rateyourmusic.com/release/album/ella-fitzgerald-and-louis-armstrong/porgy-and-bess/
458,Odyssey of Iska,https://rateyourmusic.com/release/album/wayne-shorter/odyssey-of-iska/
459,Colour Yes,https://rateyourmusic.com/release/album/matthew-halsall/colour-yes/
460,Up Popped the Devil,https://rateyourmusic.com/release/album/mal-waldron/up-popped-the-devil/
461,Wahoo,https://rateyourmusic.com/release/album/duke-pearson/wahoo/
462,Variations in Dream-Time,https://rateyourmusic.com/release/album/anthony-davis/variations-in-dream-time/
463,The Third World,https://rateyourmusic.com/release/album/gato/the-third-world/
464,Eddie Gale's Ghetto Music,https://rateyourmusic.com/release/album/eddie-gale/eddie-gales-ghetto-music/
465,Stadaconé,https://rateyourmusic.com/release/album/sloche/stadacone/
466,Relaxin' With the Miles Davis Quintet,https://rateyourmusic.com/release/album/miles-davis-quintet/relaxin-with-the-miles-davis-quintet/
467,Thelonious Monk With John Coltrane,https://rateyourmusic.com/release/album/thelonious-monk-with-john-coltrane/thelonious-monk-with-john-coltrane/
468,Solstice,https://rateyourmusic.com/release/album/ralph-towner/solstice/
469,Casino,https://rateyourmusic.com/release/album/al-di-meola/casino/
470,Hub-Tones,https://rateyourmusic.com/release/album/freddie-hubbard/hub-tones/
471,Piano in the Background,https://rateyourmusic.com/release/album/duke-ellington-and-his-orchestra/piano-in-the-background/
472,Fénix,https://rateyourmusic.com/release/album/gato-barbieri/fenix/
473,Them Dirty Blues,https://rateyourmusic.com/release/album/the-cannonball-adderley-quintet/them-dirty-blues/
474,The Lounge Lizards,https://rateyourmusic.com/release/album/the-lounge-lizards/the-lounge-lizards/
475,Art Pepper Meets the Rhythm Section,https://rateyourmusic.com/release/album/art-pepper/art-pepper-meets-the-rhythm-section/
476,Drive By,https://rateyourmusic.com/release/album/the-necks/drive-by/
477,Latin American Suite,https://rateyourmusic.com/release/album/duke-ellington/latin-american-suite/
478,TWET,https://rateyourmusic.com/release/album/tomasz-stanko/twet/
479,Special Edition,https://rateyourmusic.com/release/album/jack-dejohnette/special-edition/
480,"Yasmina, a Black Woman",https://rateyourmusic.com/release/album/archie-shepp/yasmina-a-black-woman/
481,Ornette!,https://rateyourmusic.com/release/album/the-ornette-coleman-quartet/ornette/
482,Outward Bound,https://rateyourmusic.com/release/album/eric-dolphy-quintet/outward-bound/
483,The Art Tatum - Ben Webster Quartet,https://rateyourmusic.com/release/album/the-art-tatum-ben-webster-quartet/the-art-tatum-ben-webster-quartet/
484,5 by Monk by 5,https://rateyourmusic.com/release/album/thelonious-monk-quintet/5-by-monk-by-5/
485,Side by Side,https://rateyourmusic.com/release/album/duke-ellington-johnny-hodges/side-by-side/
486,Impulse!!!!! Art Blakey!!!!! Jazz Messengers!!!!!,https://rateyourmusic.com/release/album/art-blakey-and-the-jazz-messengers/impulse-art-blakey-jazz-messengers/
487,Moon Germs,https://rateyourmusic.com/release/album/joe-farrell/moon-germs/
488,ג (Gimel),https://rateyourmusic.com/release/album/masada/ג-gimel/
489,Porgy and Bess,https://rateyourmusic.com/release/album/miles-davis/porgy-and-bess/
490,Mulatu of Ethiopia,https://rateyourmusic.com/release/album/ሙላቱ-አስታጥቄ/mulatu-of-ethiopia/
491,Tauhid,https://rateyourmusic.com/release/album/pharoah-sanders/tauhid/
492,Blues Walk,https://rateyourmusic.com/release/album/lou-donaldson/blues-walk/
493,Our Thing,https://rateyourmusic.com/release/album/joe-henderson/our-thing/
494,Your Prayer,https://rateyourmusic.com/release/album/the-frank-wright-quintet/your-prayer/
495,A Swingin' Affair,https://rateyourmusic.com/release/album/dexter-gordon/a-swingin-affair/
496,Sonny's Crib,https://rateyourmusic.com/release/album/sonny_clark/sonnys_crib/
497,Elis,https://rateyourmusic.com/release/album/elis-regina/elis-9/
498,Cosmic Messenger,https://rateyourmusic.com/release/album/jean-luc-ponty/cosmic-messenger/
499,Kelly Blue,https://rateyourmusic.com/release/album/wynton_kelly/kelly_blue/
500,Tche Belew,https://rateyourmusic.com/release/album/hailu-mergia-and-the-walias/tche-belew/
501,Afro,https://rateyourmusic.com/release/album/dizzy-gillespie-and-his-orchestra/afro/
502,Continuo,https://rateyourmusic.com/release/album/avishai-cohen/continuo/
503,Lady in Satin,https://rateyourmusic.com/release/album/billie-holiday-and-ray-ellis-and-his-orchestra/lady-in-satin/
504,Like Someone in Love,https://rateyourmusic.com/release/album/art-blakey-and-the-jazz-messengers/like-someone-in-love/
505,Dark Eyes,https://rateyourmusic.com/release/album/tomasz-stanko-quintet/dark-eyes/
506,Hymn of the Seventh Galaxy,https://rateyourmusic.com/release/album/return-to-forever-featuring-chick-corea/hymn-of-the-seventh-galaxy-3/
507,Art Pepper + Eleven: Modern Jazz Classics,https://rateyourmusic.com/release/album/art-pepper/art-pepper-eleven-modern-jazz-classics/
508,Caravan,https://rateyourmusic.com/release/album/art-blakey-jazz-messengers/caravan/
509,Old and New Dreams,https://rateyourmusic.com/release/album/old-and-new-dreams/old-and-new-dreams-1/
510,Quem é quem,https://rateyourmusic.com/release/album/joao-donato/quem-e-quem/
511,Jazz Samba,https://rateyourmusic.com/release/album/stan-getz-charlie-byrd/jazz-samba/
512,"As Falls Wichita, So Falls Wichita Falls",https://rateyourmusic.com/release/album/pat-metheny-lyle-mays/as-falls-wichita-so-falls-wichita-falls/
513,Love Devotion Surrender,https://rateyourmusic.com/release/album/carlos-santana-and-mahavishnu-john-mclaughlin/love-devotion-surrender/
514,Blasé,https://rateyourmusic.com/release/album/archie-shepp/blase/
515,M'Boom,https://rateyourmusic.com/release/album/max-roach/mboom/
516,Satch Plays Fats: A Tribute to the Immortal Fats Waller,https://rateyourmusic.com/release/album/louis-armstrong-and-his-all-stars/satch-plays-fats-a-tribute-to-the-immortal-fats-waller/
517,Litania: Music of Krzysztof Komeda,https://rateyourmusic.com/release/album/tomasz-stanko-septet/litania-music-of-krzysztof-komeda/
518,Work Song,https://rateyourmusic.com/release/album/nat-adderley/work-song/
519,The Scene Changes,https://rateyourmusic.com/release/album/the-amazing-bud-powell/the-scene-changes/
520,Louis Armstrong Plays W. C. Handy,https://rateyourmusic.com/release/album/louis-armstrong/louis-armstrong-plays-w-c-handy/
521,Tilt (Immagini per un orecchio),https://rateyourmusic.com/release/album/arti-and-mestieri/tilt-immagini-per-un-orecchio/
522,Smoke Stack,https://rateyourmusic.com/release/album/andrew-hill/smoke-stack/
523,Takin' Off,https://rateyourmusic.com/release/album/herbie-hancock/takin-off/
524,"Deeds, Not Words",https://rateyourmusic.com/release/album/max-roach/deeds-not-words/
525,Spring,https://rateyourmusic.com/release/album/anthony_williams/spring/
526,Visions of the Emerald Beyond,https://rateyourmusic.com/release/album/mahavishnu-orchestra/visions-of-the-emerald-beyond/
527,Time Further Out,https://rateyourmusic.com/release/album/the-dave-brubeck-quartet/time-further-out/
528,Jazz Impressions of Japan,https://rateyourmusic.com/release/album/the-dave-brubeck-quartet/jazz-impressions-of-japan/
529,Green Street,https://rateyourmusic.com/release/album/grant-green/green-street/
530,Blacks and Blues,https://rateyourmusic.com/release/album/bobbi-humphrey/blacks-and-blues/
531,The Ballad of the Fallen,https://rateyourmusic.com/release/album/charlie-haden/the-ballad-of-the-fallen/
532,Focal Point,https://rateyourmusic.com/release/album/mccoy-tyner/focal-point/
533,Zbigniew Namysłowski Quartet,https://rateyourmusic.com/release/album/zbigniew-namyslowski-quartet/zbigniew-namyslowski-quartet/
534,Ella Fitzgerald Sings the George and Ira Gershwin Song Book,https://rateyourmusic.com/release/album/ella-fitzgerald/ella-fitzgerald-sings-the-george-and-ira-gershwin-song-book/
535,Interplay,https://rateyourmusic.com/release/album/bill-evans/interplay/
536,Acid,https://rateyourmusic.com/release/album/ray-barretto/acid/
537,Billie Holiday,https://rateyourmusic.com/release/album/billie-holiday/billie-holiday-3/
538,Yellow Fields,https://rateyourmusic.com/release/album/eberhard-weber/yellow-fields/
539,Lalibela,https://rateyourmusic.com/release/album/the-pyramids/lalibela/
540,Leeway,https://rateyourmusic.com/release/album/lee-morgan/leeway/
541,Domino,https://rateyourmusic.com/release/album/roland-kirk/domino/
542,Soaring,https://rateyourmusic.com/release/album/don-ellis/soaring/
543,Miles in the Sky,https://rateyourmusic.com/release/album/miles-davis/miles-in-the-sky/
544,Julie Is Her Name,https://rateyourmusic.com/release/album/julie-london/julie-is-her-name/
545,Enigmatic Ocean,https://rateyourmusic.com/release/album/jean-luc-ponty/enigmatic-ocean/
546,April in Paris,https://rateyourmusic.com/release/album/count-basie-and-his-orchestra/april-in-paris/
547,Discipline 27-II,https://rateyourmusic.com/release/album/sun-ra/discipline-27-ii/
548,Charles Mingus Presents Charles Mingus,https://rateyourmusic.com/release/album/charles-mingus/charles-mingus-presents-charles-mingus/
549,Maria fumaça,https://rateyourmusic.com/release/album/banda-black-rio/maria-fumaca/
550,Wahoo!,https://rateyourmusic.com/release/album/eero-koivistoinen-music-society/wahoo/
551,"The Art of the Trio, Volume Three: Songs",https://rateyourmusic.com/release/album/brad-mehldau/the-art-of-the-trio-volume-three-songs/
552,John Coltrane and Johnny Hartman,https://rateyourmusic.com/release/album/john-coltrane-and-johnny-hartman/john-coltrane-and-johnny-hartman/
553,Soulville,https://rateyourmusic.com/release/album/the-ben-webster-quintet/soulville/
554,Doin' Allright,https://rateyourmusic.com/release/album/dexter-gordon/doin-allright/
555,Staying on the Watch,https://rateyourmusic.com/release/album/sonny-simmons/staying-on-the-watch/
556,Sound,https://rateyourmusic.com/release/album/roscoe-mitchell-sextet/sound/
557,Silver's Serenade,https://rateyourmusic.com/release/album/the_horace_silver_quintet/silvers_serenade/
558,Songs for Swingin' Lovers!,https://rateyourmusic.com/release/album/frank-sinatra/songs-for-swingin-lovers/
559,Cosmic Tones for Mental Therapy,https://rateyourmusic.com/release/album/sun-ra-and-his-myth-science-arkestra/cosmic-tones-for-mental-therapy/
560,Street of Dreams,https://rateyourmusic.com/release/album/grant-green/street-of-dreams/
561,Angel Song,https://rateyourmusic.com/release/album/kenny-wheeler-lee-konitz-dave-holland-bill-frisell/angel-song/
562,First Time! The Count Meets the Duke,https://rateyourmusic.com/release/album/duke-ellington-count-basie/first-time-the-count-meets-the-duke/
563,The Hawk Flies High,https://rateyourmusic.com/release/album/coleman-hawkins/the-hawk-flies-high/
564,Tuesday Wonderland,https://rateyourmusic.com/release/album/e_s_t/tuesday-wonderland/
565,Baazaar,https://rateyourmusic.com/release/album/jerzy-milian/baazaar/
566,Ben Webster Meets Oscar Peterson,https://rateyourmusic.com/release/album/ben-webster-oscar-peterson/ben-webster-meets-oscar-peterson/
567,Mind Transplant,https://rateyourmusic.com/release/album/alphonse-mouzon/mind-transplant/
568,Sorcerer,https://rateyourmusic.com/release/album/miles-davis/sorcerer/
569,This Here Is Bobby Timmons,https://rateyourmusic.com/release/album/bobby-timmons/this-here-is-bobby-timmons/
570,Captain Marvel,https://rateyourmusic.com/release/album/stan-getz/captain-marvel/
571,Francis Albert Sinatra & Antônio Carlos Jobim,https://rateyourmusic.com/release/album/francis-albert-sinatra-and-antonio-carlos-jobim/francis-albert-sinatra-and-antonio-carlos-jobim/
572,Specialist in All Styles,https://rateyourmusic.com/release/album/orchestra-baobab/specialist-in-all-styles/
573,Seant,https://rateyourmusic.com/release/album/the-andrzej-trzaskowski-sextet/seant/
574,Alone,https://rateyourmusic.com/release/album/bill-evans/alone/
575,Ella Wishes You a Swinging Christmas,https://rateyourmusic.com/release/album/ella-fitzgerald/ella-wishes-you-a-swinging-christmas/
576,Blue Hour,https://rateyourmusic.com/release/album/stanley-turrentine-with-the-3-sounds/blue-hour/
577,Coin Coin Chapter Four: Memphis,https://rateyourmusic.com/release/album/matana-roberts/coin-coin-chapter-four-memphis/
578,After Midnight,https://rateyourmusic.com/release/album/nat-king-cole-and-his-trio/after-midnight/
579,Of Human Feelings,https://rateyourmusic.com/release/album/ornette-coleman/of-human-feelings/
580,With The Oscar Peterson Trio #1,https://rateyourmusic.com/release/album/lester-young-with-the-oscar-peterson-trio/with-the-oscar-peterson-trio-1/
581,Fly With the Wind,https://rateyourmusic.com/release/album/mccoy-tyner/fly-with-the-wind/
582,Ewaz Vader,https://rateyourmusic.com/release/album/one-shot/ewaz-vader/
583,Romantic Warrior,https://rateyourmusic.com/release/album/return-to-forever/romantic-warrior/
584,El hombre,https://rateyourmusic.com/release/album/pat-martino/el-hombre/
585,Life Time,https://rateyourmusic.com/release/album/anthony_williams/life_time/
