,title,type,link
0,Good Rocking Tonight / Lolly Pop Mama,Single,https://rateyourmusic.com/release/single/roy-brown/good-rocking-tonight-lolly-pop-mama/
1,Good Rockin' Tonight / Good Morning Mr. Blues,Single,https://rateyourmusic.com/release/single/wynonie_harris/good_rockin_tonight___good_morning_mr__blues/
2,"Drinkin' Wine, Spo-Dee-O-Dee / Blues Mixture (I'd Rather Drink Muddy Water)",Single,https://rateyourmusic.com/release/single/stick-mcghee-and-his-buddies/drinkin-wine-spo-dee-o-dee-blues-mixture-id-rather-drink-muddy-water/
3,Hucklebuck Daddy / Sugar Baby,Single,https://rateyourmusic.com/release/single/jimmie-preston-and-his-prestonians/hucklebuck-daddy-sugar-baby/
4,Back Home Blues / Rock Awhile,Single,https://rateyourmusic.com/release/single/goree-carter-and-his-hepcats/back-home-blues-rock-awhile/
5,Rock the Joint / Drinking Woman,Single,https://rateyourmusic.com/release/single/jimmy-preston-and-his-prestonians/rock-the-joint-drinking-woman/
6,The Fat Man / Detroit City Blues,Single,https://rateyourmusic.com/release/single/fats-domino/the-fat-man-detroit-city-blues/
7,Let's Hang Out Tonite / Potato Salad,Single,https://rateyourmusic.com/release/single/jimmy_preston/lets_hang_out_tonite___potato_salad/
8,Jump and Shout / No Good Man of Mine,Single,https://rateyourmusic.com/release/single/erline_harris/jump_and_shout___no_good_man_of_mine/
9,"Breaking Up the House / If You Don't Love Me, Tell Me So",Single,https://rateyourmusic.com/release/single/tiny-bradshaw/breaking-up-the-house-if-you-dont-love-me-tell-me-so/
10,Rock the Joint / Leave Married Women Alone,Single,https://rateyourmusic.com/release/single/jimmy-cavallo-and-his-house-rockers/rock-the-joint-leave-married-women-alone/
11,"Rocket ""88"" / Come Back Where You Belong",Single,https://rateyourmusic.com/release/single/jackie-brenston-and-his-delta-cats/rocket-88-come-back-where-you-belong/
12,"Rocket ""88"" / Tearstains on My Heart",Single,https://rateyourmusic.com/release/single/bill-haley-and-the-saddlemen/rocket-88-tearstains-on-my-heart/
13,Icy Heart / Rock the Joint,Single,https://rateyourmusic.com/release/single/bill-haley-with-the-saddlemen/icy-heart-rock-the-joint/
14,Stop Beatin' Round the Mulberry Bush / Real Rock Drive,Single,https://rateyourmusic.com/release/single/bill-haley-with-haleys-comets/stop-beatin-round-the-mulberry-bush-real-rock-drive/
15,Hangover Blues / Why Not Confess,Single,https://rateyourmusic.com/release/single/the-maddox-brothers-and-rose/hangover-blues-why-not-confess/
16,"Crazy Man, Crazy / Whatcha Gonna Do",Single,https://rateyourmusic.com/release/single/bill-haley-with-haleys-comets/crazy-man-crazy-whatcha-gonna-do/
17,Pat-a-Cake / Fractured,Single,https://rateyourmusic.com/release/single/bill-haley-with-haleys-comets/pat-a-cake-fractured/
18,Tiger Man (King of the Jungle) / Save That Money,Single,https://rateyourmusic.com/release/single/rufus-thomas-jr/tiger-man-king-of-the-jungle-save-that-money/
19,Rompin' and Stompin' / Rocky Road of Love,Single,https://rateyourmusic.com/release/single/curtis-gordon/rompin-and-stompin-rocky-road-of-love/
20,Live It Up! / Farewell - So Long - Good-bye,Single,https://rateyourmusic.com/release/single/bill-haley-and-his-comets/live-it-up-farewell-so-long-good-bye/
21,Rock Me / The Last Waltz,Single,https://rateyourmusic.com/release/single/lucky-joe-almond/rock-me-the-last-waltz/
22,I Don't Know What I'll Do / Overboard,Single,https://rateyourmusic.com/release/single/sugar-boy-and-his-cane-cutters/i-dont-know-what-ill-do-overboard/
23,I Got Nine Little Kisses / Who Said I Said That,Single,https://rateyourmusic.com/release/single/shorty_long_f1/i_got_nine_little_kisses___who_said_i_said_that/
24,I'll Be True / Ten Little Indians,Single,https://rateyourmusic.com/release/single/bill-haley-and-his-comets/ill-be-true-ten-little-indians/
25,I'm Tired of Beggin' / Hoo-Doo Say,Single,https://rateyourmusic.com/release/single/the_sly_fox/im_tired_of_beggin___hoo_doo_say/
26,Ice Water / Ring Around the Moon,Single,https://rateyourmusic.com/release/single/glenn_barber/ice_water___ring_around_the_moon/
27,Every Day of the Week (I'll Be Loving You) / Tanglewood Waltz,Single,https://rateyourmusic.com/release/single/lucky-joe-almond/every-day-of-the-week-ill-be-loving-you-tanglewood-waltz/
28,"Green Tree Boogie / Rocket ""88""",Single,https://rateyourmusic.com/release/single/bill-haley-and-his-comets/green-tree-boogie-rocket-88/
29,Jingle Bells Boogie,Single,https://rateyourmusic.com/release/single/jody-levins-and-his-boys/jingle-bells-boogie/
30,Women & Cadillacs / Say Hey (A Tribute to Willie Mays),Single,https://rateyourmusic.com/release/single/the-nite-riders/women-and-cadillacs-say-hey-a-tribute-to-willie-mays/
31,(We're Gonna) Rock Around the Clock / Moving Guitar,Single,https://rateyourmusic.com/release/single/sonny_dae_and_his_knights/_were_gonna__rock_around_the_clock___moving_guitar/
32,"Dim, Dim the Lights",EP,https://rateyourmusic.com/release/ep/bill-haley-and-his-comets/dim-dim-the-lights/
33,Shake Rattle and Roll,EP,https://rateyourmusic.com/release/ep/bill-haley-and-his-comets/shake-rattle-and-roll/
34,Rock with Bill Haley and The Comets,Compilation,https://rateyourmusic.com/release/comp/bill-haley-and-his-comets/rock-with-bill-haley-and-the-comets/
35,Space Guitar / Half Pint-a-Whiskey,Single,https://rateyourmusic.com/release/single/young-john-watson/space-guitar-half-pint-a-whiskey/
36,"Shake, Rattle and Roll / You Know I Love You",Single,https://rateyourmusic.com/release/single/joe-turner-and-his-blues-kings/shake-rattle-and-roll-you-know-i-love-you/
37,Hello Little Boy / If I Had Any Sense,Single,https://rateyourmusic.com/release/single/ruth-brown/hello-little-boy-if-i-had-any-sense/
38,My Baby / Straighten Up Baby,Single,https://rateyourmusic.com/release/single/james-cotton/my-baby-straighten-up-baby/
39,(We're Gonna) Rock Around the Clock / Thirteen Women,Single,https://rateyourmusic.com/release/single/bill-haley-and-his-comets/_were-gonna-rock-around-the-clock-thirteen-women/
40,"Shake, Rattle and Roll / A. B. C. Boogie",Single,https://rateyourmusic.com/release/single/bill-haley-and-his-comets/shake-rattle-and-roll-a-b-c-boogie/
41,That's All Right / Blue Moon of Kentucky,Single,https://rateyourmusic.com/release/single/elvis-presley/thats-all-right-blue-moon-of-kentucky/
42,Gonna Roll & Rock / Hickory Nut Boogie,Single,https://rateyourmusic.com/release/single/lucky-joe-almond/gonna-roll-and-rock-hickory-nut-boogie/
43,Good Rockin' Tonight / I Don't Care If the Sun Don't Shine,Single,https://rateyourmusic.com/release/single/elvis-presley/good-rockin-tonight-i-dont-care-if-the-sun-dont-shine/
44,Bip Bam / Someday You'll Want Me to Want You,Single,https://rateyourmusic.com/release/single/the-drifters/bip-bam-someday-youll-want-me-to-want-you/
45,"Dim, Dim the Lights (I Want Some Atmosphere) / Happy Baby",Single,https://rateyourmusic.com/release/single/bill-haley-and-his-comets/dim-dim-the-lights-i-want-some-atmosphere-happy-baby/
46,Drinkin' Wine Spodee-O-Dee / Just Rolling Along,Single,https://rateyourmusic.com/release/single/malcolm_yelvington/drinkin_wine_spodee_o_dee___just_rolling_along/
47,All Night Long / Way Out,Single,https://rateyourmusic.com/release/single/joe_houston/all_night_long___way_out/
48,Hound Dog / Move Me Baby,Single,https://rateyourmusic.com/release/single/freddie-bell-and-the-bellboys/hound-dog-move-me-baby/
49,Mean Mean Mama / My Hungry Heart,Single,https://rateyourmusic.com/release/single/charlie_brown_f1/mean_mean_mama___my_hungry_heart/
50,Boogie Boo / Let 'Em Roll,Single,https://rateyourmusic.com/release/single/jimmy-maddin-with-dick-taylor-combo/boogie-boo-let-em-roll/
51,Apple Cider / Way in the Middle of a Dream,Single,https://rateyourmusic.com/release/single/doc-starkes-and-his-nite-riders/apple-cider-way-in-the-middle-of-a-dream/
52,Got Me a Six Button Benny / Don't Hang Up the Phone,Single,https://rateyourmusic.com/release/single/the-nite-riders/got-me-a-six-button-benny-dont-hang-up-the-phone/
53,Rockin' and Rollin' in Hawaii /  Cry Baby Blues,Single,https://rateyourmusic.com/release/single/the_de_castro_sisters/rockin_and_rollin_in_hawaii____cry_baby_blues/
54,"Why Were You Only Fooling Me? / No More, No More, No More!",Single,https://rateyourmusic.com/release/single/bobby-lord/why-were-you-only-fooling-me-no-more-no-more-no-more/
55,Hot Rod Hop / Pretty Baby,Single,https://rateyourmusic.com/release/single/the-sportsmen/hot-rod-hop-pretty-baby/
56,Mambo Rock / Happy Baby,Single,https://rateyourmusic.com/release/single/bill-haley-and-his-comets/mambo-rock-happy-baby/
57,Rock 'n' Roll-y Poly Santa Claus / Can't Stop,Single,https://rateyourmusic.com/release/single/lillian_briggs/rock_n_roll_y_poly_santa_claus___cant_stop/
58,The Chicken and the Hawk / Speedoo,Single,https://rateyourmusic.com/release/single/steve_lawrence/the_chicken_and_the_hawk___speedoo/
59,Cow Cow Boogie / Rock-Rockola,Single,https://rateyourmusic.com/release/single/merrill-moore/cow-cow-boogie-rock-rockola/
60,Tutti Frutti / Just as Long as I'm With You,Single,https://rateyourmusic.com/release/single/pat-boone/tutti-frutti-just-as-long-as-im-with-you/
61,Dance With Her Henry / Jumpin' From 6 to 6,Single,https://rateyourmusic.com/release/single/tommy-scott/dance-with-her-henry-jumpin-from-6-to-6/
62,Rock 'n' Roll,EP,https://rateyourmusic.com/release/ep/bill-haley-and-his-comets/rock-n-roll/
63,Calling All Cows / Johnny Mae,Single,https://rateyourmusic.com/release/single/the-blues-rockers/calling-all-cows-johnny-mae/
64,Milkcow Blues Boogie / You're a Heartbreaker,Single,https://rateyourmusic.com/release/single/elvis-presley/milkcow-blues-boogie-youre-a-heartbreaker/
65,Stinky Pass the Hat Around / Conscience (Set Me Free),Single,https://rateyourmusic.com/release/single/little_jimmy_dickens/stinky_pass_the_hat_around___conscience__set_me_free_/
66,Rock Love / You're Mine,Single,https://rateyourmusic.com/release/single/the-fontane-sisters/rock-love-youre-mine/
67,You Better Believe It / Ca-Razy,Single,https://rateyourmusic.com/release/single/rudy-grayzell/you-better-believe-it-ca-razy/
68,Blues for Love,EP,https://rateyourmusic.com/release/ep/fats-domino/blues-for-love/
69,Poison Ivy / You Upset Me Baby,Single,https://rateyourmusic.com/release/single/boyd-bennett-and-his-rockets/poison-ivy-you-upset-me-baby/
70,Everlovin' / Boogie at Midnight,Single,https://rateyourmusic.com/release/single/boyd-bennett-and-his-rockets/everlovin-boogie-at-midnight/
71,Ko Ko Mo (I Love You So) / You'll Always Be My Lifetime Sweetheart,Single,https://rateyourmusic.com/release/single/perry-como/ko-ko-mo-i-love-you-so-youll-always-be-my-lifetime-sweetheart/
72,Birth of the Boogie / Mambo Rock,Single,https://rateyourmusic.com/release/single/bill-haley-and-his-comets/birth-of-the-boogie-mambo-rock/
73,We're Gonna Bop / Do Dee Oodle De Do I'm in Love,Single,https://rateyourmusic.com/release/single/alvadean_coker/were_gonna_bop___do_dee_oodle_de_do_im_in_love/
74,Put Something In The Pot Boy / I Like It,Single,https://rateyourmusic.com/release/single/the_five_strings/put_something_in_the_pot_boy___i_like_it/
75,Love Me / Lips That Kiss So Sweetly,Single,https://rateyourmusic.com/release/single/jimmy-lee-and-wayne-walker/love-me-lips-that-kiss-so-sweetly/
76,Rockin' Daddy / Hold Me Baby,Single,https://rateyourmusic.com/release/single/sonny_fisher/rockin_daddy___hold_me_baby/
77,Movie Magg / Turn Around,Single,https://rateyourmusic.com/release/single/carl-perkins/movie-magg-turn-around/
78,As Long as I'm Moving / I Can See Everybody's Baby,Single,https://rateyourmusic.com/release/single/ruth-brown-and-her-rhythmakers/as-long-as-im-moving-i-can-see-everybodys-baby/
79,Bo Diddley / I'm a Man,Single,https://rateyourmusic.com/release/single/bo-diddley/bo-diddley-im-a-man/
80,Seventeen / Little Ole You-All,Single,https://rateyourmusic.com/release/single/boyd-bennett-and-his-rockets/seventeen-little-ole-you-all/
81,Honey Babe / No Happy Home,Single,https://rateyourmusic.com/release/single/arthur-gunter/honey-babe-no-happy-home/
82,Wild Wild Young Men / Second Choice,Single,https://rateyourmusic.com/release/single/rose-maddox/wild-wild-young-men-second-choice/
83,"I'm Left, You're Right, She's Gone / Baby Let's Play House",Single,https://rateyourmusic.com/release/single/elvis-presley/im-left-youre-right-shes-gone-baby-lets-play-house/
84,Sneaky Pete / Hey Mama,Single,https://rateyourmusic.com/release/single/sonny_fisher/sneaky_pete___hey_mama/
85,"Shake, Rattle and Roll",Compilation,https://rateyourmusic.com/release/comp/bill-haley-and-his-comets/shake-rattle-and-roll-2/
86,Tennessee Rock and Roll / Oo-Oo-Oo,Single,https://rateyourmusic.com/release/single/boyd-bennett-and-his-rockets/tennessee-rock-and-roll-oo-oo-oo/
87,Ain't That a Shame / Tennessee Saturday Night,Single,https://rateyourmusic.com/release/single/pat-boone/aint-that-a-shame-tennessee-saturday-night/
88,"Two Hearts, Two Kisses (Make One Love) / From the Bottom to the Top",Single,https://rateyourmusic.com/release/single/frank-sinatra/two-hearts-two-kisses-make-one-love-from-the-bottom-to-the-top/
89,Green Tree Boogie / Sundown Boogie,Single,https://rateyourmusic.com/release/single/bill-haley-and-his-comets/green-tree-boogie-sundown-boogie/
90,"Cry! Cry! Cry! / Hey, Porter!",Single,https://rateyourmusic.com/release/single/johnny-cash-and-the-tennessee-two/cry-cry-cry-hey-porter/
91,Razzle-Dazzle / Two Hound Dogs,Single,https://rateyourmusic.com/release/single/bill-haley-and-his-comets/razzle-dazzle-two-hound-dogs/
92,"Lend a Helpin' Hand / Onions, Onions",Single,https://rateyourmusic.com/release/single/the_farmer_boys/lend_a_helpin_hand___onions__onions/
93,Hide and Seek / Midnight Cannonball,Single,https://rateyourmusic.com/release/single/joe-turner-and-his-blues-kings/hide-and-seek-midnight-cannonball/
94,Maybellene / Wee Wee Hours,Single,https://rateyourmusic.com/release/single/chuck-berry-and-his-combo/maybellene-wee-wee-hours/
95,Too Tired / Don't Touch Me,Single,https://rateyourmusic.com/release/single/johnny-guitar-watson/too-tired-dont-touch-me/
96,Shake 'Em Up Baby / Letter to Baby,Single,https://rateyourmusic.com/release/single/roy-brown/shake-em-up-baby-letter-to-baby/
97,At My Front Door / What's Buggin' You Baby,Single,https://rateyourmusic.com/release/single/the-el-dorados/at-my-front-door-whats-buggin-you-baby/
98,Drinking Wine Spoli Oli / Crazy Little Heart,Single,https://rateyourmusic.com/release/single/the_five_strings/drinking_wine_spoli_oli___crazy_little_heart/
99,Farewell - So Long - Good-Bye / Rock the Joint,Single,https://rateyourmusic.com/release/single/bill-haley-and-his-comets/farewell-so-long-good-bye-rock-the-joint/
100,I Want You to Be My Baby / Don't Stay Away Too Long,Single,https://rateyourmusic.com/release/single/lillian-briggs/i-want-you-to-be-my-baby-dont-stay-away-too-long-1/
101,Ay La Bah / My Man,Single,https://rateyourmusic.com/release/single/dolly_cooper/ay_la_bah___my_man/
102,Talking Off the Wall / Double Duty Lovin',Single,https://rateyourmusic.com/release/single/eddie_bond/talking_off_the_wall___double_duty_lovin/
103,Razzle-Dazzle / Seventeen,Single,https://rateyourmusic.com/release/single/ella-mae-morse/razzle-dazzle-seventeen/
104,Live It Up!,Album,https://rateyourmusic.com/release/album/bill-haley-and-his-comets/live-it-up/
105,"Farewell, So Long, Goodbye / I'll Be True",Single,https://rateyourmusic.com/release/single/bill-haley-and-his-comets/farewell-so-long-goodbye-ill-be-true/
106,Mystery Train / I Forgot to Remember to Forget,Single,https://rateyourmusic.com/release/single/elvis-presley/mystery-train-i-forgot-to-remember-to-forget/
107,My Boy-Flat Top / Banjo Rock and Roll,Single,https://rateyourmusic.com/release/single/boyd-bennett-and-his-rockets/my-boy-flat-top-banjo-rock-and-roll/
108,Rockin' and a Rollin' / I Can't Lose,Single,https://rateyourmusic.com/release/single/sonny_fisher/rockin_and_a_rollin___i_cant_lose/
109,Thirty Days (To Come Back Home) / Together (We Will Always Be),Single,https://rateyourmusic.com/release/single/chuck-berry-and-his-combo/thirty-days-to-come-back-home-together-we-will-always-be/
110,Ronda das horas / Ciuminho grande,Single,https://rateyourmusic.com/release/single/nora-ney/ronda-das-horas-ciuminho-grande/
111,"Sag, Drag and Fall / But I Don't Care",Single,https://rateyourmusic.com/release/single/sid-king-and-the-five-strings/sag-drag-and-fall-but-i-dont-care/
112,Stumbling Block / That's My Pa,Single,https://rateyourmusic.com/release/single/jack-dupree/stumbling-block-thats-my-pa/
113,Ten Little Indians / Rocking Chair on the Moon,Single,https://rateyourmusic.com/release/single/bill-haley-and-his-comets/ten-little-indians-rocking-chair-on-the-moon/
114,Tutti-Frutti / I'm Just a Lonely Guy,Single,https://rateyourmusic.com/release/single/little-richard-and-his-band/tutti-frutti-im-just-a-lonely-guy/
115,Whole Lotta Shakin' Goin' On / All by Myself,Single,https://rateyourmusic.com/release/single/roy-hall/whole-lotta-shakin-goin-on-all-by-myself/
116,Pretty Mama / Don't Let Me Hang Around,Single,https://rateyourmusic.com/release/single/marty-robbins/pretty-mama-dont-let-me-hang-around/
117,"Gone, Gone, Gone / Let the Juke Box Keep On Playing",Single,https://rateyourmusic.com/release/single/carl-perkins/gone-gone-gone-let-the-juke-box-keep-on-playing/
118,House Party / I Guess I'll Go,Single,https://rateyourmusic.com/release/single/amos-milburn/house-party-i-guess-ill-go/
119,Watch That Girl / Oh Darling,Single,https://rateyourmusic.com/release/single/lloyd-mccullough/watch-that-girl-oh-darling/
120,Pretty Thing / Bring It to Jerome,Single,https://rateyourmusic.com/release/single/bo-diddley/pretty-thing-bring-it-to-jerome/
121,"Well Now, Dig This / Let's All Rock Together",Single,https://rateyourmusic.com/release/single/the-jodimars/well-now-dig-this-lets-all-rock-together/
122,As Long as I'm Moving / R. B. Blues,Single,https://rateyourmusic.com/release/single/ruth-brown-and-her-rhythmakers/as-long-as-im-moving-r-b-blues-1/
123,Are You Satisfied / My Treasure,Single,https://rateyourmusic.com/release/single/connie-francis/are-you-satisfied-my-treasure/
124,"Bop, Man, Bop / That Old Clock",Single,https://rateyourmusic.com/release/single/doug_amerson/bop__man__bop___that_old_clock/
125,Rock-a-Beatin' Boogie / Burn That Candle,Single,https://rateyourmusic.com/release/single/bill-haley-and-his-comets/rock-a-beatin-boogie-burn-that-candle/
126,Beetle-Bug-Bop / Hush Money,Single,https://rateyourmusic.com/release/single/the-collins-kids/beetle-bug-bop-hush-money/
127,"The Chicken and the Hawk (Up, Up and Away) / Morning, Noon and Night",Single,https://rateyourmusic.com/release/single/joe-turner-with-his-blues-kings/the-chicken-and-the-hawk-up-up-and-away-morning-noon-and-night/
128,"See You Later, Alligator / The Paper Boy (On Main Street, U.S.A.)",Single,https://rateyourmusic.com/release/single/bill-haley-and-his-comets/see-you-later-alligator-the-paper-boy-on-main-street-u_s_a/
129,Rock and Roll,EP,https://rateyourmusic.com/release/ep/bill-haley-and-his-comets/rock-and-roll/
130,Christmas Filled With Cheer / Santa's Helper,Single,https://rateyourmusic.com/release/single/joe_poovey/christmas_filled_with_cheer___santas_helper/
131,Tennessee Toddy / Mean Mama Blues,Single,https://rateyourmusic.com/release/single/marty-robbins/tennessee-toddy-mean-mama-blues/
132,Rock Around the Clock,Compilation,https://rateyourmusic.com/release/comp/bill-haley-and-his-comets/rock-around-the-clock/
133,Rock-A-Bye Baby / There's No Use Now,Single,https://rateyourmusic.com/release/single/skeeter-bonn/rock-a-bye-baby-theres-no-use-now/
134,Miss Sue / My Heart Is Aching,Single,https://rateyourmusic.com/release/single/don-and-dewey/miss-sue-my-heart-is-aching/
135,R-O-C-K,EP,https://rateyourmusic.com/release/ep/bill-haley-and-his-comets/r-o-c-k/
136,That's All / I Want You Only,Single,https://rateyourmusic.com/release/single/the-ebb-tones/thats-all-i-want-you-only/
137,Hey Tiger / Barrel House,Single,https://rateyourmusic.com/release/single/chuck_calhoun/hey_tiger___barrel_house/
138,Rock and Roll Forever,Compilation,https://rateyourmusic.com/release/comp/various-artists/rock-and-roll-forever-2/
139,Hillbilly Beat / I'll Take Back That Heartache,Single,https://rateyourmusic.com/release/single/abbie_neal/hillbilly_beat___ill_take_back_that_heartache/
140,No Money Down / The Downbound Train,Single,https://rateyourmusic.com/release/single/chuck-berry-and-his-combo/no-money-down-the-downbound-train/
141,Bee Bop Baby / You Oughta Make Records,Single,https://rateyourmusic.com/release/single/webb-foley/bee-bop-baby-you-oughta-make-records/
142,Everybody's Rockin' But Me / Without Your Love,Single,https://rateyourmusic.com/release/single/bobby_lord/everybodys_rockin_but_me___without_your_love/
143,Rock Around the Clock,Album,https://rateyourmusic.com/release/album/bill-haley-and-his-comets/rock-around-the-clock/
144,You're Gonna Treat Me Right / Midnight Blues,Single,https://rateyourmusic.com/release/single/jimmy_stayton/youre_gonna_treat_me_right___midnight_blues/
145,"Blue Suede Shoes / Honey, Don't!",Single,https://rateyourmusic.com/release/single/carl-perkins/blue-suede-shoes-honey-dont/
146,Rock It / How Come It,Single,https://rateyourmusic.com/release/single/thumper-jones/rock-it-how-come-it-2/
147,Love Crazy Baby / I Feel Like Rockin’,Single,https://rateyourmusic.com/release/single/kenny_parchman/love_crazy_baby___i_feel_like_rockin’/
148,Elvis Presley y el Rock and Roll,EP,https://rateyourmusic.com/release/ep/elvis-presley/elvis-presley-y-el-rock-and-roll-1/
149,El ritmo de Elvis Presley,EP,https://rateyourmusic.com/release/ep/elvis-presley/el-ritmo-de-elvis-presley/
150,Jumpin' From Six to Six / What Makes a Man Fool Around,Single,https://rateyourmusic.com/release/single/al_barkle/jumpin_from_six_to_six___what_makes_a_man_fool_around/
151,"Purr, Kitty, Purr / Mama I Want You",Single,https://rateyourmusic.com/release/single/sid_king_and_the_five_strings/purr__kitty__purr___mama_i_want_you/
152,Singing the Blues,EP,https://rateyourmusic.com/release/ep/guy_mitchell/singing_the_blues/
153,All I Can Do Is Cry / It's My Way,Single,https://rateyourmusic.com/release/single/wayne_walker/all_i_can_do_is_cry___its_my_way/
154,Start Movin' (In My Direction) / The Girl With the Golden Braids,Single,https://rateyourmusic.com/release/single/the-zig-zags-loren-becker/start-movin-in-my-direction-the-girl-with-the-golden-braids/
155,Rock and Roll,EP,https://rateyourmusic.com/release/ep/henri-salvador/rock-and-roll/
156,"Tutti Frutti / I Want You, I Need You, I Love You",Single,https://rateyourmusic.com/release/single/elvis-presley/tutti-frutti-i-want-you-i-need-you-i-love-you/
157,Long Gone Daddy / To Be the One,Single,https://rateyourmusic.com/release/single/pat-cupp/long-gone-daddy-to-be-the-one/
158,Jambalaya / Be Lovey Dovey,Single,https://rateyourmusic.com/release/single/the_four_lovers/jambalaya___be_lovey_dovey/
159,Jibba Jab / I'm a Big Boy Now,Single,https://rateyourmusic.com/release/single/tic_and_toc__50s_/jibba_jab___im_a_big_boy_now/
160,Honey Hush / That's Why I Smile,Single,https://rateyourmusic.com/release/single/ray-moore/honey-hush-thats-why-i-smile/
161,Big Sandy / She's My Woman,Single,https://rateyourmusic.com/release/single/bobby-roberts-with-highpockets-delta-rockets/big-sandy-shes-my-woman/
162,Priscilla / Got a Little Woman,Single,https://rateyourmusic.com/release/single/eddie-cooley-and-the-dimples/priscilla-got-a-little-woman/
163,Boogie Blues / Lookout Mountain,Single,https://rateyourmusic.com/release/single/chuck-miller/boogie-blues-lookout-mountain/
164,Rock and Roll N°2,EP,https://rateyourmusic.com/release/ep/elvis-presley/rock-and-roll-n_2/
165,Rock and Roll N°5,EP,https://rateyourmusic.com/release/ep/elvis-presley/rock-and-roll-n_5/
166,Baby Sitters Blues / Teen Age Heart,Single,https://rateyourmusic.com/release/single/bunny-paul/baby-sitters-blues-teen-age-heart/
167,Rock and Roll Lullaby / The One I'm Waiting For,Single,https://rateyourmusic.com/release/single/bob_spencer/rock_and_roll_lullaby___the_one_im_waiting_for/
168,Bring My Cadillac Back / I Cried,Single,https://rateyourmusic.com/release/single/baker_knight_and_the_knightmares/bring_my_cadillac_back___i_cried/
169,I Love You So,EP,https://rateyourmusic.com/release/ep/johnny_burnette_and_the_rock_n_roll_trio/i_love_you_so/
170,Rock 'n Roll Boogie / The Grey Bear,Single,https://rateyourmusic.com/release/single/alan_freed/rock_n_roll_boogie___the_grey_bear/
171,The Biggest Man / You Love Another,Single,https://rateyourmusic.com/release/single/jack_reno/the_biggest_man___you_love_another/
172,Rollin'  / Walkin' Stick Boogie,Single,https://rateyourmusic.com/release/single/jerry-capehart/rollin-walkin-stick-boogie/
173,Ooby Dooby / Ballad of a Teenage Queen,Single,https://rateyourmusic.com/release/single/roy-orbison-johnny-cash/ooby-dooby-ballad-of-a-teenage-queen/
174,On the Road With Rock 'n Roll,Album,https://rateyourmusic.com/release/album/mando_and_the_chili_peppers/on_the_road_with_rock_n_roll/
175,Rock 'n Roll Dance Party: Vol. 1,Album,https://rateyourmusic.com/release/album/alan-freed/rock-n-roll-dance-party-vol-1/
176,"Rock, Pretty Baby",Album,https://rateyourmusic.com/release/album/various-artists/rock-pretty-baby/
177,Pat Boone,Album,https://rateyourmusic.com/release/album/pat-boone/pat-boone/
178,Bluejean Bop ! Part 1,EP,https://rateyourmusic.com/release/ep/gene-vincent/bluejean-bop-part-1/
179,The Four Lovers,EP,https://rateyourmusic.com/release/ep/the_four_lovers/the_four_lovers/
180,Rock and Roll Vol. 3,EP,https://rateyourmusic.com/release/ep/various-artists/rock-and-roll-vol-3-1/
181,Won't You Listen to Me Baby / Give Me Love,Single,https://rateyourmusic.com/release/single/ella-mae-morse/wont-you-listen-to-me-baby-give-me-love/
182,Cindy Lou / Such as Love,Single,https://rateyourmusic.com/release/single/boogie_ramblers/cindy_lou___such_as_love/
183,Rock and Roll Christmas / Beboppers' Christmas,Single,https://rateyourmusic.com/release/single/cordell_jackson/rock_and_roll_christmas___beboppers_christmas/
184,King of Rock & Roll,Album,https://rateyourmusic.com/release/album/earl-cadillac/king-of-rock-and-roll/
185,Joyride,Album,https://rateyourmusic.com/release/album/the-four-lovers/joyride/
186,Hey Woman / Daddy-O-Rock,Single,https://rateyourmusic.com/release/single/jeff_daniels_f1/hey_woman___daddy_o_rock/
187,Cool It Baby / Into Each Life,Single,https://rateyourmusic.com/release/single/eddie_fontaine/cool_it_baby___into_each_life/
188,Rock 'n Roll,Album,https://rateyourmusic.com/release/album/buddy-johnson/rock-n-roll/
189,Giddy-Up-A Ding Dong / I Said It and I'm Glad,Single,https://rateyourmusic.com/release/single/freddie-bell-and-the-bellboys/giddy-up-a-ding-dong-i-said-it-and-im-glad/
190,Alias Henry Cording,Album,https://rateyourmusic.com/release/album/henri-salvador/alias-henry-cording/
191,Gone Baby Gone / Swinging Boogie,Single,https://rateyourmusic.com/release/single/ray-smith/gone-baby-gone-swinging-boogie/
192,Sweet Talk / History,Single,https://rateyourmusic.com/release/single/bunny_paul/sweet_talk___history/
193,The Magic of Love / Rock Around the Clock,Single,https://rateyourmusic.com/release/single/vic_sabrino/the_magic_of_love___rock_around_the_clock/
194,Little Richard and His Band,EP,https://rateyourmusic.com/release/ep/little-richard-and-his-band/little-richard-and-his-band/
195,Butterfingers,EP,https://rateyourmusic.com/release/ep/tommy-steele-and-the-steelmen/butterfingers/
196,"See You Later, Alligator",Compilation,https://rateyourmusic.com/release/comp/bill-haley-e-seus-cometas/see-you-later-alligator/
197,Catapillar / Play It Cool,Single,https://rateyourmusic.com/release/single/ray-campi-with-john-and-henry/catapillar-play-it-cool/
198,I Said It and I'm Glad / Ding - Dong,Single,https://rateyourmusic.com/release/single/freddie-bell-and-the-bellboys/i-said-it-and-im-glad-ding-dong/
199,Pretty Bad Blues / Three Hearts Later,Single,https://rateyourmusic.com/release/single/ronnie-self/pretty-bad-blues-three-hearts-later/
200,Blue Suede Shoes / Heartbreak Hotel,Single,https://rateyourmusic.com/release/single/vic_sabrino/blue_suede_shoes___heartbreak_hotel/
