,title,type,link
2054,Los Blue Caps,EP,https://rateyourmusic.com/release/ep/los-blue-caps/los-blue-caps/
2055,Rock en español con Los Teen Tops,Album,https://rateyourmusic.com/release/album/los_teen_tops/rock_en_espanol_con_los_teen_tops/
2056,Los Blue Caps,EP,https://rateyourmusic.com/release/ep/los-blue-caps/los-blue-caps/
2057,Jump Over / The Urge,Single,https://rateyourmusic.com/release/single/freddy-cannon/jump-over-the-urge/
2058,She's My Baby / Own True Self,Single,https://rateyourmusic.com/release/single/johnny_okeefe/shes_my_baby___own_true_self/
2059,Collette / Baby How I Cried,Single,https://rateyourmusic.com/release/single/billy_fury/collette___baby_how_i_cried/
2060,Lonely Weekends / Everything I Do Is Wrong,Single,https://rateyourmusic.com/release/single/charlie-rich/lonely-weekends-everything-i-do-is-wrong/
2061,"Chattanooga Shoe Shine Boy / Boston, My Home Town",Single,https://rateyourmusic.com/release/single/freddy-cannon/chattanooga-shoe-shine-boy-boston-my-home-town/
2062,Johnny Rocco / My Heart and I,Single,https://rateyourmusic.com/release/single/marty_wilde/johnny_rocco___my_heart_and_i/
2063,Goin' Back to St. Louis / I'll Never Love Again,Single,https://rateyourmusic.com/release/single/mack_vickery/goin_back_to_st__louis___ill_never_love_again/
2064,My Heart / I've Got to Get You Yet,Single,https://rateyourmusic.com/release/single/gene-vincent/my-heart-ive-got-to-get-you-yet/
2065,The Darktown Strutters' Ball / Swagger,Single,https://rateyourmusic.com/release/single/joe-brown-and-the-bruvvers/the-darktown-strutters-ball-swagger/
2066,So Warm / I Wanna Go Home,Single,https://rateyourmusic.com/release/single/jackie-deshannon/so-warm-i-wanna-go-home/
2067,Link Wray & The Wraymen,Album,https://rateyourmusic.com/release/album/link-wray-and-the-wraymen/link-wray-and-the-wraymen/
2068,Having a Good Time,Compilation,https://rateyourmusic.com/release/comp/huey-piano-smith-and-his-clowns/having-a-good-time/
2069,Juke Box Bop / I'm Lonely Now,Single,https://rateyourmusic.com/release/single/dale_wayne_and_the_wanderers/juke_box_bop___im_lonely_now/
2070,Beatnik Fly / Sand Storm,Single,https://rateyourmusic.com/release/single/johnny-and-the-hurricanes/beatnik-fly-sand-storm/
2071,Rooster Reel / Heartbeat,Single,https://rateyourmusic.com/release/single/the_daywins/rooster_reel___heartbeat/
2072,A Little This...A Little That,Album,https://rateyourmusic.com/release/album/the-maori-troubadours/a-little-this_a-little-that/
2073,Somethin' Else,EP,https://rateyourmusic.com/release/ep/eddie-cochran/somethin-else/
2074,(Real Gone) Annie Laurie / South of the Border,Single,https://rateyourmusic.com/release/single/dig_richards_and_the_rjays/_real_gone__annie_laurie___south_of_the_border/
2075,Jambalaya / Let's Talk It Over,Single,https://rateyourmusic.com/release/single/bobby_comstock_and_the_counts/jambalaya___lets_talk_it_over/
2076,Hit & Miss / Rockin' Already,Single,https://rateyourmusic.com/release/single/the-john-barry-seven-plus-four/hit-and-miss-rockin-already/
2077,Teen Twist / Those Two Brown Eyes,Single,https://rateyourmusic.com/release/single/buddy_miller_f1/teen_twist___those_two_brown_eyes/
2078,"A Touch of Gold, Volume 3",EP,https://rateyourmusic.com/release/ep/elvis-presley/a-touch-of-gold-volume-3/
2079,Shazam! / The Secret Seven,Single,https://rateyourmusic.com/release/single/duane-eddy/shazam-the-secret-seven/
2080,Leapin' Guitar / Beer Barrel Rock (Roll Out the Barrel),Single,https://rateyourmusic.com/release/single/the_chaparrals/leapin_guitar___beer_barrel_rock__roll_out_the_barrel_/
2081,Billy / Banho de Lua (Tintarella di luna),Single,https://rateyourmusic.com/release/single/celly_campello/billy___banho_de_lua__tintarella_di_luna_/
2082,Driven Insane / You're the Girl,Single,https://rateyourmusic.com/release/single/gary-usher/driven-insane-youre-the-girl/
2083,"Yes Siree, Yes Siree / Living in the Past",Single,https://rateyourmusic.com/release/single/willie_phelps/yes_siree__yes_siree___living_in_the_past/
2084,Old Black Joe / Baby Baby Bye Bye,Single,https://rateyourmusic.com/release/single/jerry-lee-lewis/old-black-joe-baby-baby-bye-bye/
2085,There's No Tomorrow / Whose Gonna Shoe Your Pretty Little Feet,Single,https://rateyourmusic.com/release/single/rayburn-anthony/theres-no-tomorrow-whose-gonna-shoe-your-pretty-little-feet/
2086,Love Me / Whisper Your Love,Single,https://rateyourmusic.com/release/single/the-phantom/love-me-whisper-your-love/
2087,I'm the Little Space Girl's Father / Valley of Lost Soldiers,Single,https://rateyourmusic.com/release/single/jesse_lee_turner/im_the_little_space_girls_father___valley_of_lost_soldiers/
2088,Cradle of Love / City of Tears,Single,https://rateyourmusic.com/release/single/johnny-preston/cradle-of-love-city-of-tears-1/
2089,The Big Hurt / Way Down Yonder in New Orleans,Single,https://rateyourmusic.com/release/single/lucky_starr_and_the_hepparays/the_big_hurt___way_down_yonder_in_new_orleans/
2090,Jan & Dean,Album,https://rateyourmusic.com/release/album/jan-and-dean/jan-and-dean/
2091,Adriano Celentano con Giulio Libano e la sua Orchestra,Album,https://rateyourmusic.com/release/album/adriano-celentano-con-giulio-libano-e-la-sua-orchestra/adriano-celentano-con-giulio-libano-e-la-sua-orchestra/
2092,(Must You Always) Tease Me / Ooh-La-La,Single,https://rateyourmusic.com/release/single/keith_kelly/_must_you_always__tease_me___ooh_la_la/
2093,Crazy Times!,Album,https://rateyourmusic.com/release/album/gene-vincent/crazy-times/
2094,Sweet Lilian / Please Don’t Cry,Single,https://rateyourmusic.com/release/single/arthur_and_his_cronies/sweet_lilian___please_don’t_cry/
2095,What Do You Want? / My Love Loves Me,Single,https://rateyourmusic.com/release/single/bobby-vee/what-do-you-want-my-love-loves-me/
2096,Heartbeat / Everyday,Single,https://rateyourmusic.com/release/single/buddy-holly/heartbeat-everyday/
2097,Stuck on You / Fame and Fortune,Single,https://rateyourmusic.com/release/single/elvis-presley/stuck-on-you-fame-and-fortune/
2098,Where Were You Last Night? / You're My Baby,Single,https://rateyourmusic.com/release/single/bill_reeder/where_were_you_last_night____youre_my_baby/
2099,Bye Bye Johnny / Worried Life Blues,Single,https://rateyourmusic.com/release/single/chuck-berry/bye-bye-johnny-worried-life-blues/
2100,Clap Your Hands / Daddy Said,Single,https://rateyourmusic.com/release/single/the-beau-marks/clap-your-hands-daddy-said/
2101,South of the Border / I'm Coming Home,Single,https://rateyourmusic.com/release/single/carl-mann/south-of-the-border-im-coming-home/
2102,Ghost Town / Shining Idol,Single,https://rateyourmusic.com/release/single/billy-massey/ghost-town-shining-idol/
2103,Young Emotions / Right by My Side,Single,https://rateyourmusic.com/release/single/ricky-nelson/young-emotions-right-by-my-side/
2104,The Little Matador / Red Eye,Single,https://rateyourmusic.com/release/single/the-champs/the-little-matador-red-eye/
2105,Directly From My Heart / The Most I Can Offer,Single,https://rateyourmusic.com/release/single/little-richard/directly-from-my-heart-the-most-i-can-offer/
2106,Shout,Album,https://rateyourmusic.com/release/album/johnny-okeefe/shout/
2107,Eddie Cochran,Compilation,https://rateyourmusic.com/release/comp/eddie-cochran/eddie-cochran-4/
2108,The Hand of God / When You Wish Upon a Star,Single,https://rateyourmusic.com/release/single/the-crescents/the-hand-of-god-when-you-wish-upon-a-star/
2109,Ruby Baby / Hay Ride,Single,https://rateyourmusic.com/release/single/ronnie-hawkins/ruby-baby-hay-ride/
2110,So Doggone Lonesome,EP,https://rateyourmusic.com/release/ep/johnny-cash/so-doggone-lonesome/
2111,Peppino di Capri e i suoi Rockers,Album,https://rateyourmusic.com/release/album/peppino-di-capri/peppino-di-capri-e-i-suoi-rockers/
2112,Bill Haley and His Comets,Album,https://rateyourmusic.com/release/album/bill-haley-and-his-comets/bill-haley-and-his-comets/
2113,These Foolish Things / Dreamer,Single,https://rateyourmusic.com/release/single/jay_fanning/these_foolish_things___dreamer/
2114,Please Don't Tease,EP,https://rateyourmusic.com/release/ep/cliff-richard/please-dont-tease/
2115,Elvis Is Back!,Album,https://rateyourmusic.com/release/album/elvis-presley/elvis-is-back/
2116,Happy-Go-Lucky-Me / Fish in the Ocean (Bubbly Bum Bum),Single,https://rateyourmusic.com/release/single/paul_evans/happy_go_lucky_me___fish_in_the_ocean__bubbly_bum_bum_/
2117,Cut Across Shorty / Three Steps to Heaven,Single,https://rateyourmusic.com/release/single/eddie-cochran/cut-across-shorty-three-steps-to-heaven/
2118,Because They're Young / Rebel Walk,Single,https://rateyourmusic.com/release/single/duane-eddy-and-the-rebels/because-theyre-young-rebel-walk/
2119,L-O-V-E-V-I-L-L-E / Too Much for a Man to Understand,Single,https://rateyourmusic.com/release/single/carl-perkins/l-o-v-e-v-i-l-l-e-too-much-for-a-man-to-understand/
2120,Down Yonder / Sheba,Single,https://rateyourmusic.com/release/single/johnny-and-the-hurricanes/down-yonder-sheba/
2121,Gimme Lock a Yo Hair / Tough Tough Tough,Single,https://rateyourmusic.com/release/single/andy_anderson/gimme_lock_a_yo_hair___tough_tough_tough/
2122,You'll Never Know What You're Missin' Til You Try /  Still,Single,https://rateyourmusic.com/release/single/emile-ford-and-the-checkmates/youll-never-know-what-youre-missin-til-you-try-still/
2123,Rock!,Album,https://rateyourmusic.com/release/album/los-locos-del-ritmo/rock-2/
2124,Four More,EP,https://rateyourmusic.com/release/ep/the_crickets/four_more/
2125,One Last Kiss / Poetry in Motion,Single,https://rateyourmusic.com/release/single/bobby-vee/one-last-kiss-poetry-in-motion/
2126,Comin' Down With Love / Ain't She Sweet,Single,https://rateyourmusic.com/release/single/dig-richards-and-the-rjays/comin-down-with-love-aint-she-sweet/
2127,Rockin' With Wanda,Compilation,https://rateyourmusic.com/release/comp/wanda-jackson/rockin-with-wanda-1/
2128,Mule Skinner Blues / Torture,Single,https://rateyourmusic.com/release/single/the-fendermen/mule-skinner-blues-torture/
2129,The Buddy Holly Story Vol. II,Compilation,https://rateyourmusic.com/release/comp/buddy-holly/the-buddy-holly-story-vol-ii/
2130,Dancing Doll / She Don't Live Here No More,Single,https://rateyourmusic.com/release/single/art_adams/dancing_doll___she_dont_live_here_no_more/
2131,Too Hot to Handle / I Need to Go Home,Single,https://rateyourmusic.com/release/single/onie_wheeler/too_hot_to_handle___i_need_to_go_home/
2132,That's Love / You Don't Know,Single,https://rateyourmusic.com/release/single/billy-fury/thats-love-you-dont-know/
2133,The Sound of Fury,Album,https://rateyourmusic.com/release/album/billy-fury/the-sound-of-fury/
2134,When Will I Be Loved / Be Bop A-Lula,Single,https://rateyourmusic.com/release/single/the-everly-brothers/when-will-i-be-loved-be-bop-a-lula/
2135,Pistol Packin' Mama / Weeping Willow,Single,https://rateyourmusic.com/release/single/gene-vincent-and-the-beat-boys/pistol-packin-mama-weeping-willow/
2136,Please Don't Tease / Where Is My Heart?,Single,https://rateyourmusic.com/release/single/cliff-richard/please-dont-tease-where-is-my-heart/
2137,Hawaiian Stroll / Fantasy,Single,https://rateyourmusic.com/release/single/mack_vickery/hawaiian_stroll___fantasy/
2138,The Twist / Toot,Single,https://rateyourmusic.com/release/single/chubby-checker/the-twist-toot/
2139,This Is Lonnie Lee,EP,https://rateyourmusic.com/release/ep/lonnie_lee/this_is_lonnie_lee/
2140,6 O'Clock Rock Vol. 2,EP,https://rateyourmusic.com/release/ep/johnny-okeefe/6-oclock-rock-vol-2/
2141,Baby... Rock!,Album,https://rateyourmusic.com/release/album/tony-campello/baby-rock/
2142,"Souvenirs, souvenirs",EP,https://rateyourmusic.com/release/ep/johnny-hallyday/souvenirs-souvenirs/
2143,Feel So Fine / I'm Starting to Go Steady,Single,https://rateyourmusic.com/release/single/johnny_preston/feel_so_fine___im_starting_to_go_steady/
2144,Is a Blue Bird Blue / She's Mine,Single,https://rateyourmusic.com/release/single/conway-twitty/is-a-blue-bird-blue-shes-mine/
2145,"Shakin' All Over / Yes Sir, That's My Baby",Single,https://rateyourmusic.com/release/single/johnny-kidd-and-the-pirates/shakin-all-over-yes-sir-thats-my-baby/
2146,Oh! Baby / I Wish You Were Wishing,Single,https://rateyourmusic.com/release/single/allen-page/oh-baby-i-wish-you-were-wishing/
2147,Hot Rod Lincoln / Five Minute Love Affair,Single,https://rateyourmusic.com/release/single/johnny-bond/hot-rod-lincoln-five-minute-love-affair/
2148,Let's Have a Party / Cool Love,Single,https://rateyourmusic.com/release/single/wanda-jackson/lets-have-a-party-cool-love/
2149,Boppin' Guitar / Billy Boy,Single,https://rateyourmusic.com/release/single/the_rhythm_kings/boppin_guitar___billy_boy/
2150,Moonshine,Single,https://rateyourmusic.com/release/single/montie_jones/moonshine/
2151,Apache / Quartermasster's Stores,Single,https://rateyourmusic.com/release/single/the-shadows/apache-quartermassters-stores/
2152,A Mess of Blues / The Girl of My Best Friend,Single,https://rateyourmusic.com/release/single/elvis-presley/a-mess-of-blues-the-girl-of-my-best-friend/
2153,Alley Cat / Coconut Grove,Single,https://rateyourmusic.com/release/single/the_champs/alley_cat___coconut_grove/
2154,Você Me Venceu / Pretty Blue Blue Eyes,Single,https://rateyourmusic.com/release/single/ronnie_cord/voce_me_venceu___pretty_blue_blue_eyes/
2155,Rockin' at the Hops,Album,https://rateyourmusic.com/release/album/chuck-berry/rockin-at-the-hops/
2156,In the Spotlight,Album,https://rateyourmusic.com/release/album/bo-diddley/in-the-spotlight/
2157,School Days / Gonna Be Waitin',Single,https://rateyourmusic.com/release/single/charlie-rich/school-days-gonna-be-waitin/
2158,Let's Go Wild / Nancy,Single,https://rateyourmusic.com/release/single/alvie-self/lets-go-wild-nancy/
2159,I'll Come Running / River of Tears,Single,https://rateyourmusic.com/release/single/harold-dorman/ill-come-running-river-of-tears/
2160,Bony Moronie / Do That Little Thing,Single,https://rateyourmusic.com/release/single/bobby_comstock_and_the_counts/bony_moronie___do_that_little_thing/
2161,Typing Jive / How Long,Single,https://rateyourmusic.com/release/single/alvin_and_bill_the_invictors/typing_jive___how_long/
2162,I Got to Find My Baby / Mad Lad,Single,https://rateyourmusic.com/release/single/chuck-berry/i-got-to-find-my-baby-mad-lad/
2163,Walk - Don't Run / Home,Single,https://rateyourmusic.com/release/single/the-ventures/walk-dont-run-home/
2164,Hang Up My Rock and Roll Shoes / John Henry,Single,https://rateyourmusic.com/release/single/jerry-lee-lewis/hang-up-my-rock-and-roll-shoes-john-henry/
2165,Twistin’ USA / A Thousand Miles Away,Single,https://rateyourmusic.com/release/single/danny_and_the_juniors/twistin’_usa___a_thousand_miles_away/
2166,Brontosaurus Stomp / McDonald's Cave,Single,https://rateyourmusic.com/release/single/the-piltdown-men/brontosaurus-stomp-mcdonalds-cave/
2167,You Mean Everything to Me / Run Samson Run,Single,https://rateyourmusic.com/release/single/neil-sedaka/you-mean-everything-to-me-run-samson-run/
2168,"I'm Not Afraid / Yes Sir, That's My Baby",Single,https://rateyourmusic.com/release/single/ricky-nelson/im-not-afraid-yes-sir-thats-my-baby/
2169,Ready Teddy / Bongo Blues,Single,https://rateyourmusic.com/release/single/cliff-richard/ready-teddy-bongo-blues/
2170,Brenda Lee,Album,https://rateyourmusic.com/release/album/brenda-lee/brenda-lee/
2171,Yeah - That's How / Sweet Georgia Brown,Single,https://rateyourmusic.com/release/single/lucky_starr_and_the_hepparays/yeah___thats_how___sweet_georgia_brown/
2172,"Yes Sir, That's My Baby / Just Give Me Love",Single,https://rateyourmusic.com/release/single/col-joye/yes-sir-thats-my-baby-just-give-me-love/
2173,Okie's in the Pokie / Hut-Horp Rookie's Marching Song,Single,https://rateyourmusic.com/release/single/jimmy_patton/okies_in_the_pokie___hut_horp_rookies_marching_song/
2174,Here Today and Gone Tomorrow Love / Hard Times Ahead,Single,https://rateyourmusic.com/release/single/janis-martin/here-today-and-gone-tomorrow-love-hard-times-ahead/
2175,I'll Be Your Hero / Jet Black Machine,Single,https://rateyourmusic.com/release/single/vince-taylor-and-his-playboys/ill-be-your-hero-jet-black-machine/
2176,Cloud 9,Album,https://rateyourmusic.com/release/album/bill-justis/cloud-9/
2177,"The Wreck of the ""John B"" / Four Little Girls in Boston",Single,https://rateyourmusic.com/release/single/jimmie-rodgers/the-wreck-of-the-john-b-four-little-girls-in-boston/
2178,Summertime Love,Single,https://rateyourmusic.com/release/single/the-traits/summertime-love/
2179,Haley's Juke Box,Album,https://rateyourmusic.com/release/album/bill-haley-and-his-comets/haleys-juke-box/
2180,So High / I've Been There,Single,https://rateyourmusic.com/release/single/ronnie_self/so_high___ive_been_there/
2181,Open Up Your Heart / Gypsy Love Song,Single,https://rateyourmusic.com/release/single/the-isley-brothers-with-hugo-peretti-and-his-orchestra/open-up-your-heart-gypsy-love-song/
2182,Sweetie Pie / Lonely,Single,https://rateyourmusic.com/release/single/eddie-cochran/sweetie-pie-lonely/
2183,Where Yo Is / Chicken Rock,Single,https://rateyourmusic.com/release/single/fat-daddy-holmes/where-yo-is-chicken-rock/
2184,Been Away too Long / You're My Everything,Single,https://rateyourmusic.com/release/single/marv_blihovde/been_away_too_long___youre_my_everything/
2185,Froggy Went A Courting / You Went Away,Single,https://rateyourmusic.com/release/single/danny-dell/froggy-went-a-courting-you-went-away/
2186,Blue Angel / Today's Teardrops,Single,https://rateyourmusic.com/release/single/roy-orbison/blue-angel-todays-teardrops/
2187,One More Chance / Ragtime Banjo,Single,https://rateyourmusic.com/release/single/the_rock_a_tones/one_more_chance___ragtime_banjo/
2188,Such a Night,EP,https://rateyourmusic.com/release/ep/elvis-presley/such-a-night/
2189,On My Knees / Stay,Single,https://rateyourmusic.com/release/single/charlie-rich/on-my-knees-stay/
2190,Rocking Goose / Revival,Single,https://rateyourmusic.com/release/single/johnny-and-the-hurricanes/rocking-goose-revival/
2191,Sunday Date / Shiftless Sam,Single,https://rateyourmusic.com/release/single/the-flee-rekkers/sunday-date-shiftless-sam/
2192,Make Way Baby / Goodness Knows,Single,https://rateyourmusic.com/release/single/ricky-wayne-and-the-off-beats/make-way-baby-goodness-knows/
2193,Nine Times Out of Ten / Thinking of Our Love,Single,https://rateyourmusic.com/release/single/cliff-richard-and-the-shadows/nine-times-out-of-ten-thinking-of-our-love/
2194,Apache,EP,https://rateyourmusic.com/release/ep/the-shadows/apache/
2195,Walk Don't Run / All Rhet,Single,https://rateyourmusic.com/release/single/rhet_stoller/walk_dont_run___all_rhet/
2196,Ramona / All of Me,Single,https://rateyourmusic.com/release/single/the-blue-diamonds/ramona-all-of-me/
2197,The Eddie Cochran Memorial Album,Compilation,https://rateyourmusic.com/release/comp/eddie-cochran/the-eddie-cochran-memorial-album/
2198,Teasin' / I Need You So,Single,https://rateyourmusic.com/release/single/conway-twitty/teasin-i-need-you-so/
2199,For Teenagers Only,Album,https://rateyourmusic.com/release/album/bobby-darin/for-teenagers-only/
2200,I Sent You The Pillow / Loving You,Single,https://rateyourmusic.com/release/single/vern_pullens/i_sent_you_the_pillow___loving_you/
2201,Wondrous Place / Alright Goodbye,Single,https://rateyourmusic.com/release/single/billy_fury/wondrous_place___alright_goodbye/
2202,Peter Gunn / Along the Navajo Trail,Single,https://rateyourmusic.com/release/single/duane-eddy/peter-gunn-along-the-navajo-trail/
2203,Restless / Magic of Love,Single,https://rateyourmusic.com/release/single/johnny-kidd-and-the-pirates/restless-magic-of-love/
2204,Jaguar and Thunderbird / Our Little Rendezvous,Single,https://rateyourmusic.com/release/single/chuck-berry/jaguar-and-thunderbird-our-little-rendezvous/
2205,Perfidia / No Trespassing,Single,https://rateyourmusic.com/release/single/the-ventures/perfidia-no-trespassing/
2206,Humdinger / My Blue Heaven,Single,https://rateyourmusic.com/release/single/freddy-cannon/humdinger-my-blue-heaven/
2207,Walking in the Moonlight / Seasons of Loneliness,Single,https://rateyourmusic.com/release/single/royce_clark/walking_in_the_moonlight___seasons_of_loneliness/
2208,M.1. / You Are My Sunshine,Single,https://rateyourmusic.com/release/single/the_ted_taylor_four/m_1____you_are_my_sunshine/
2209,Somebody to Love / I'll Be There,Single,https://rateyourmusic.com/release/single/bobby-darin/somebody-to-love-ill-be-there/
2210,My Girl Josephine / Natural Born Lover,Single,https://rateyourmusic.com/release/single/fats-domino/my-girl-josephine-natural-born-lover/
2211,The Hucklebuck / Whole Lotta Shakin' Goin' On,Single,https://rateyourmusic.com/release/single/chubby-checker/the-hucklebuck-whole-lotta-shakin-goin-on/
2212,Peggy Sue Got Married / Don't Cha Know,Single,https://rateyourmusic.com/release/single/the_crickets/peggy_sue_got_married___dont_cha_know/
2213,A Lot of Dominos,Album,https://rateyourmusic.com/release/album/fats-domino/a-lot-of-dominos/
2214,G.I. Blues,Album,https://rateyourmusic.com/release/album/elvis-presley/g_i-blues/
2215,Don't You Worry 'Bout That / You Are Gone,Single,https://rateyourmusic.com/release/single/barry_stanton/dont_you_worry_bout_that___you_are_gone/
2216,Me and My Shadows,Album,https://rateyourmusic.com/release/album/cliff-richard-the-shadows/me-and-my-shadows/
2217,Patsy / Old Time Religion,Single,https://rateyourmusic.com/release/single/jack-scott/patsy-old-time-religion/
2218,Learning the Game / That Makes It Tough,Single,https://rateyourmusic.com/release/single/buddy-holly/learning-the-game-that-makes-it-tough/
2219,Your Way of Lovin' / Wizard Rock,Single,https://rateyourmusic.com/release/single/gene-anderson/your-way-of-lovin-wizard-rock/
2220,Whole Lot of Shakin' Going On / The Flame,Single,https://rateyourmusic.com/release/single/conway_twitty/whole_lot_of_shakin_going_on___the_flame/
2221,Ain't That Lovin' You Baby / Mary Ann,Single,https://rateyourmusic.com/release/single/link-wray-and-the-wraymen/aint-that-lovin-you-baby-mary-ann/
2222,In the Mood / I Get the Blues When It Rains,Single,https://rateyourmusic.com/release/single/the-hawk/in-the-mood-i-get-the-blues-when-it-rains/
2223,Hello Johnny,Album,https://rateyourmusic.com/release/album/johnny-hallyday/hello-johnny/
2224,Church Key / Vesuvius,Single,https://rateyourmusic.com/release/single/the-revels/church-key-vesuvius/
2225,Sleigh Bell Rock / Booze Party,Single,https://rateyourmusic.com/release/single/three_aces_and_a_joker/sleigh_bell_rock___booze_party/
2226,Man of Mystery / The Stranger,Single,https://rateyourmusic.com/release/single/the-shadows/man-of-mystery-the-stranger/
2227,Strollie Bun / I Am to Blame,Single,https://rateyourmusic.com/release/single/the-blonde-bomber/strollie-bun-i-am-to-blame/
2228,You Are the Only One / Milk Cow Blues,Single,https://rateyourmusic.com/release/single/ricky-nelson/you-are-the-only-one-milk-cow-blues/
2229,Tough Train / The Face,Single,https://rateyourmusic.com/release/single/the-champs/tough-train-the-face/
2230,Gun Slinger / Signifying Blues,Single,https://rateyourmusic.com/release/single/bo-diddley/gun-slinger-signifying-blues/
2231,Billy Fury,Album,https://rateyourmusic.com/release/album/billy-fury/billy-fury/
2232,Chariot / Night Theme,Single,https://rateyourmusic.com/release/single/rhet_stoller/chariot___night_theme/
2233,Swingin' Saints / Night Creature,Single,https://rateyourmusic.com/release/single/the_gigolos_f3/swingin_saints___night_creature/
2234,Teen Scene / Someone Else's Baby,Single,https://rateyourmusic.com/release/single/the_hunters_f2/teen_scene___someone_elses_baby/
2235,Walk Don't Run,Album,https://rateyourmusic.com/release/album/the-ventures/walk-dont-run/
2236,In Concert at Pacoima Jr. High,Album,https://rateyourmusic.com/release/album/ritchie-valens/in-concert-at-pacoima-jr-high/
2237,"Billy, Billy Went a Walking / 'Cause We're in Love",Single,https://rateyourmusic.com/release/single/the_beau_marks/billy__billy_went_a_walking___cause_were_in_love/
2238,Baby Face / Angel In My Heart,Single,https://rateyourmusic.com/release/single/brian_hyland/baby_face___angel_in_my_heart/
2239,"Come On, Little Girl / Waited For You",Single,https://rateyourmusic.com/release/single/eddie_quinteros/come_on__little_girl___waited_for_you/
2240,For Twisters Only,Album,https://rateyourmusic.com/release/album/chubby-checker/for-twisters-only-1/
2241,To-Night / Fool I Am,Single,https://rateyourmusic.com/release/single/pat_ferguson/to_night___fool_i_am/
2242,G.I. Blues / Doin' the Best I Can,Single,https://rateyourmusic.com/release/single/elvis-presley/g_i-blues-doin-the-best-i-can/
2243,Pepe / Lost Friend,Single,https://rateyourmusic.com/release/single/duane-eddy/pepe-lost-friend/
2244,I'm Hurtin' / I Can't Stop Loving You,Single,https://rateyourmusic.com/release/single/roy-orbison/im-hurtin-i-cant-stop-loving-you/
2245,In Style With The Crickets,Album,https://rateyourmusic.com/release/album/the_crickets/in_style_with_the_crickets/
2246,All Keyed Up / Outa Tune,Single,https://rateyourmusic.com/release/single/the_big_four/all_keyed_up___outa_tune/
2247,Oh Lonesome Me / Life Goes On,Single,https://rateyourmusic.com/release/single/johnny-cash-johnny-cash-and-the-tennessee-two/oh-lonesome-me-life-goes-on/
2248,You Better Dig It,Single,https://rateyourmusic.com/release/single/bill_johnson/you_better_dig_it/
2249,Rock 'n Roll,Album,https://rateyourmusic.com/release/album/freddy-fender/rock-n-roll/
2250,Rock 'n Roll,Album,https://rateyourmusic.com/release/album/freddy-fender/rock-n-roll/
2251,For Twisters Only,EP,https://rateyourmusic.com/release/ep/chubby-checker/for-twisters-only/
2252,Jack the Ripper / The Stranger,Single,https://rateyourmusic.com/release/single/link-wray-and-the-raymen/jack-the-ripper-the-stranger/
2253,Spécial Rock,EP,https://rateyourmusic.com/release/ep/les_blousons_noirs/special_rock/
2254,Twistin',Album,https://rateyourmusic.com/release/album/various-artists/twistin/
2255,Voodoo Mama / Maxene,Single,https://rateyourmusic.com/release/single/dixie_dee/voodoo_mama___maxene/
2256,School Is Out / One Million Tears,Single,https://rateyourmusic.com/release/single/gary-u_s-bonds/school-is-out-one-million-tears/
2257,Your Ma Said You Cried in Your Sleep Last Night / Dream a Girl,Single,https://rateyourmusic.com/release/single/kenny-dino/your-ma-said-you-cried-in-your-sleep-last-night-dream-a-girl/
2258,What a Walk / Cry No More,Single,https://rateyourmusic.com/release/single/bobby-lewis/what-a-walk-cry-no-more/
2259,Dear Lady Twist / Havin' So Much Fun,Single,https://rateyourmusic.com/release/single/gary-u_s-bonds/dear-lady-twist-havin-so-much-fun/
2260,She'll Never Let Him Go / Train to Satanville,Single,https://rateyourmusic.com/release/single/gin-gillette/shell-never-let-him-go-train-to-satanville/
2261,Looking Back / The Eagle Is Back,Single,https://rateyourmusic.com/release/single/johnny-watson/looking-back-the-eagle-is-back/
2262,Don't Forget I Love You / That's My Desire,Single,https://rateyourmusic.com/release/single/the-butanes/dont-forget-i-love-you-thats-my-desire/
2263,Out of Gas / The Magic Lamp,Single,https://rateyourmusic.com/release/single/floyd-robinson/out-of-gas-the-magic-lamp/
2264,I Wonder (If Your Love Will Ever Belong to Me) / She's Mine,Single,https://rateyourmusic.com/release/single/the_pentagons/i_wonder__if_your_love_will_ever_belong_to_me____shes_mine/
2265,Mama and Papa Twist / Swing and Sway Twist,Single,https://rateyourmusic.com/release/single/sammy-kaye-twisters/mama-and-papa-twist-swing-and-sway-twist/
2266,Lovers' Beach / Marooned,Single,https://rateyourmusic.com/release/single/the-sound-breakers/lovers-beach-marooned/
2267,Pitágoras,EP,https://rateyourmusic.com/release/ep/los-milos/pitagoras/
2268,Zapatos azules de gamuza / Lucila / Caravana / Baby Blue,EP,https://rateyourmusic.com/release/ep/los-milos/zapatos-azules-de-gamuza-lucila-caravana-baby-blue/
2269,Hearts of Stone / Royal Blue,Single,https://rateyourmusic.com/release/single/bill-blacks-combo/hearts-of-stone-royal-blue/
2270,Here Are The Fireballs,Album,https://rateyourmusic.com/release/album/the_fireballs/here_are_the_fireballs/
2271,Twist-Her / My Girl Josephine,Single,https://rateyourmusic.com/release/single/bill-blacks-combo/twist-her-my-girl-josephine/
2272,The Twist,EP,https://rateyourmusic.com/release/ep/jacques-denjean/the-twist/
2273,Mop Flop / Sinners,Single,https://rateyourmusic.com/release/single/freddie_and_the_hitch_hikers/mop_flop___sinners/
2274,Twist,EP,https://rateyourmusic.com/release/ep/les-daems-boys/twist/
2275,Träum von mir / Ahoi ohe,Single,https://rateyourmusic.com/release/single/the-blue-diamonds/traum-von-mir-ahoi-ohe/
